CBL,IRF1,ROBO2,TET2,DNMT3A,CHEK2,PIK3CA,TP53,STAG2,EP300,ETNK1,JAK2,SRSF2,EZH2,SF3B1,CSF3R,GATA2,MYC,CREBBP,NRAS,ASXL1,RUNX1,CEBPA,U2AF1,IDH2,BCOR,NPM1,U2AF2,RB1,ATRX,MPL,DDX41,STAG1,CTCF,PHF6,ZRSR2,CALR,ZNF318,WT1,BRCC3,CUX1,PTPN11,SPRED2,STAT5A,ZBTB33,MGA,SH2B3,KRAS,LUC7L2,BCORL1,NF1,KMT2C,KIT,SETBP1,SUZ12,RAD21,RAC1,ROBO1,IDH1,ARID2,CDKN1B,PPM1D,CSNK1A1,RRAS,DHX33,CDKN2A,ASXL2,GNAS,KDM6A,SMC1A,KMT2D,ETV6,NF2,DDX54,GNB1,EGFR,RAD50,BRAF,STAT3,DNMT3B,NOTCH1,ARID1A,EED,PRPF8,NIPBL,TERT,NFE2,SMG1,SF1,IRF8,KDM5C,DICER1,GATA1,DDX4,CDKN2B,FLT3,SMC3,MLL,PTEN,ZMYM3,SETD2,SAMHD1,PAX5,SRCAP,IRF4,H3F3A,DDX23,RBBP4,PAPD5,FAM175A,CDK4,PRPF40A,NOTCH2,CSF1R,PTPRF,JAK3,BAP1,WHSC1,HIPK2,NXF1,CDKN2C,BCL10,ABL1,JARID2
-0.2788089,-0.4995613,0.0007157972,-0.19000828,-0.10639502,-0.014621015,0.051663116,-0.27889672,-0.048134025,-0.2130926,-0.31227437,-0.36428586,-0.35535532,0.16088936,-0.1556967,-0.33496058,-0.2973978,-0.21682112,-0.4954757,-0.18227923,-0.08704455,-0.16206121,-0.23187813,-0.1334036,-0.41845334,-0.10615188,-0.0989757,-0.19472714,-0.19330184,-0.33541712,-0.1155272,-0.4160279,-0.28739196,-0.005179622,-0.22075637,-0.24007677,-0.29237694,-0.038757276,-0.123023055,-0.30068648,-0.25823197,-0.1945088,-0.19044009,-0.13417633,-0.49211806,-0.22686899,0.12377099,-0.30479676,-0.23874184,0.032873105,-0.38072556,-0.22230408,0.114190206,0.012551412,0.09128262,-0.053465676,-0.13766357,-0.1644311,-0.3981518,-0.019793386,-0.31808487,-0.52506167,-0.32965952,-0.3054044,-0.09752303,-0.13152337,-0.074760094,-0.24368578,-0.49526104,-0.20021956,-0.29039776,-0.57943106,-0.28053683,-0.051648814,-0.12945838,-0.1784255,-0.29149058,-0.24592264,-0.47605488,0.2060663,-0.3986326,-0.028528096,-0.25346884,-0.39004508,-0.10853415,-0.16093315,0.16783395,-0.25833502,-0.4190597,-0.534959,-0.16887695,-0.24403964,-0.061455254,0.11071839,-0.25508907,-0.048659313,-0.26655704,-0.2099375,-0.21904305,-0.40869805,-0.36486468,-0.116889305,-0.020803297,0.017063322,0.02234663,-0.33263472,-0.13535622,-0.14154024,-0.37846336,-0.33154228,-0.09336071,0.004402972,-0.23467198,-0.077932715,-0.24749407,-0.24882469,0.1648806,-0.3380375,-0.29234833,-0.5723835,-0.19203582,-0.0022829392,-0.18438436,-0.033263043
-0.21508934,-0.40676397,0.0062107923,-0.022100493,0.011030539,-0.09692025,-0.13834935,0.04069283,-0.18272668,-0.11892822,0.06360605,-0.26143518,0.50362515,0.18178482,0.04330364,0.2106635,0.049595915,0.21077372,0.06718645,-0.27512407,-0.12638077,0.52161497,-0.03158191,-0.20295651,0.12766974,-0.31998935,0.2952701,0.13651057,0.08651649,-0.0678467,0.44298235,-0.3000571,-0.386716,0.019888058,0.04508839,0.02007342,-0.37093496,0.065728426,0.27888724,-0.07911412,-0.4813393,0.09654505,0.18824326,-0.086645424,0.21495193,-0.043612745,-0.27403662,-0.12044016,0.050967883,0.036845826,0.71660936,-0.24939714,-0.040665597,-0.21723452,0.008443211,0.0017379092,-0.14830296,-0.20324908,-0.48685047,-0.41590726,-0.62070334,-0.23055138,-0.15434694,-0.5093857,0.04912505,0.047687296,-0.3192104,0.034549702,-0.32145396,-0.023463892,-0.11612343,0.06402593,0.043710355,0.10267433,0.079857804,-0.13366342,-0.3713075,-0.552415,-0.015179777,-0.04743402,-0.018555162,-0.044066086,0.004434172,-0.27591026,-0.01465809,0.03631153,0.2026186,-0.03908927,-0.28074726,-0.1569536,-0.14504655,-0.081856266,0.13661768,0.18012232,-0.34163958,0.16109017,0.040192015,-0.3245797,-0.36229724,-0.053523548,0.08891553,-0.09785587,0.20031354,0.13830872,0.07957944,0.050926488,-0.3846088,-0.12757222,-0.017709177,-0.26441765,-0.33586028,0.1284968,-0.3536839,-0.048878595,-0.10185435,-0.17089705,-0.25538614,-0.17077254,-0.20769149,-0.06964893,-0.0008969294,0.049266964,-0.20648886,0.04161096
-0.2672807,-0.028150328,-0.26521772,-0.3298647,-0.22354762,0.1340029,-0.16560552,-0.4284741,-0.2601011,0.024505863,-0.011146008,-0.0072537046,-0.37966406,0.15468702,-0.5481295,-0.1335326,0.13895611,-0.17179964,0.08240497,-0.23910493,0.0059222947,0.027338723,0.0764649,0.0046170126,-0.051473238,-0.07336028,-0.3455267,-0.40960804,-0.40029466,0.018711295,0.15303431,-0.11437386,-0.49654603,0.026873585,-0.23246947,-0.28084007,-0.29777274,-0.2263199,0.046364404,-0.14813642,0.013443674,-0.2694555,-0.2510299,0.009497116,-0.26827386,0.032418855,0.03031842,-0.35034686,0.08054355,0.05051588,0.118560076,-0.041384153,0.13654919,-0.095731586,-0.14613594,-0.3832215,-0.39268258,-0.23533745,-0.31037602,-0.4564214,0.07362575,-0.22564347,-0.27085805,-0.096423745,-0.12427572,0.03381799,-0.2059494,-0.24555072,-0.24518107,-0.156781,-0.0907539,-0.15822694,0.006565287,-0.44610867,-0.15882531,-0.26874864,-0.32339585,-0.4469746,-0.20291121,0.302035,-0.2702419,-0.10839448,0.035245996,-0.26598674,-0.5603332,-0.1266506,-0.23757687,-0.21898429,-0.33909354,-0.01211478,-0.27386916,-0.13631836,-0.13504936,-0.17009857,0.060123947,0.044142857,-0.36341155,0.017916616,-0.49316055,-0.0137941325,-0.2849696,-0.3031043,-0.58607215,-0.030789273,-0.48157448,-0.3878242,-0.039649222,-0.32083154,-0.24947338,0.040893026,-0.15208797,-0.37405208,-0.47110307,-0.27746594,-0.07498832,-0.21089257,-0.0819058,-0.31525153,-0.021817973,-0.060125694,-0.15395732,-0.16014318,-0.18123747,0.25113457
0.28437075,0.27867872,0.0418904,0.23296113,-0.07170786,0.4475056,0.22547312,0.008995891,0.24864386,0.08597502,0.19134109,0.26356858,0.87979275,0.0871866,0.1615113,0.36956075,-0.18946107,0.091154695,0.0115376655,0.0292578,0.10751459,0.91650337,0.16023478,0.19215138,0.2877347,0.65779644,0.06377387,-0.0035558015,-0.29305503,0.37528604,0.13864575,0.24526016,0.15015717,0.3439806,0.10747389,0.30748618,0.46572524,0.16528274,-0.090495214,0.45705503,0.16298111,0.17413948,0.03132161,0.19355398,0.17551604,0.05675847,0.22399767,0.2634121,0.60067505,-0.10296121,0.65621847,0.21411726,0.09641993,0.43954313,-0.004660961,-0.07835764,0.39391938,0.13024108,0.2528291,0.3847409,0.37510052,0.102419615,0.2997067,0.13555636,0.31942946,-0.06293121,-0.03149539,0.1910295,0.28436822,0.21140644,0.14441058,0.286808,-0.28118867,-0.017701985,0.30366936,0.13329452,-0.10598487,0.38791898,0.08962429,0.2105155,0.14680009,-0.008979695,0.38079506,-0.015539519,-0.09802813,-0.13094671,-0.0030549988,0.52768207,0.21960452,0.10495479,0.10165586,0.48449817,-0.05380142,-0.17175181,0.13266616,0.63138586,0.2543868,0.10908936,0.004700208,0.15800366,0.23163268,0.10342233,0.12838137,0.16482815,-0.024484158,0.23140377,0.34623507,-0.039905503,0.15042791,0.46188083,0.28856522,0.0020563588,0.26433855,0.53088397,0.022991717,0.08249822,0.14392595,0.15552436,0.09301305,0.05890083,-0.25403106,0.25756416,-0.095656134,0.11158483
0.06658197,0.19181477,-0.2138458,-0.12533538,-0.09085819,-0.002303929,0.10778295,0.20971633,0.2133427,0.062271718,-0.061604068,-0.21569061,-0.09341164,-0.14443281,-0.05812344,0.022870893,-0.1875802,-0.3633536,0.10852155,0.003167122,0.11282285,-0.71679205,-0.33265293,0.14337839,-0.16407633,0.17932042,0.14667687,0.109964274,0.0021656055,-0.22627285,-0.108868,0.26001763,-0.14355537,-0.027340593,0.06893345,0.18190414,0.17822845,-0.18171431,0.067983836,-0.17507872,-0.113173805,-0.25343728,0.042235415,0.18279758,0.12832442,-0.00977978,-0.1001089,0.0666542,-0.0858586,0.17025839,-0.37884927,-0.007474702,-0.07227078,0.08432669,0.038964767,-0.11724345,0.06087556,0.29466707,-0.12593797,0.08899359,0.2913313,0.117367774,-0.22692443,0.06396333,0.08888403,-0.2172168,0.08542925,-0.02597074,-0.5062404,-0.12854908,-0.11914743,0.047380615,0.074083544,0.020031007,-0.14548512,-0.24670468,0.011640474,0.28527018,0.022388337,-0.23611233,0.2042201,0.080265746,-0.24506034,0.25458407,-0.27426943,-0.03530483,-0.14727256,-0.19658092,0.11701508,-0.056127016,-0.045603845,-0.14566031,-0.022586633,-0.71351403,-0.39776385,0.18615651,-0.0026921844,-0.46588773,-0.03372487,0.0027143718,0.037653066,0.26379752,0.05546182,0.05194042,-0.24085204,-0.109774016,0.067952566,-0.10252968,-0.022919789,-0.13485087,-0.16571735,0.045538735,-0.10442855,-0.11146909,-0.15402585,0.0227964,-0.08465357,0.021046065,-0.011606573,0.24006575,-0.054581814,0.02149823,-0.006641685,-0.08366018
-0.13249099,1.8229519e-05,-0.05022871,-0.37353617,-0.2784274,-0.1389856,-0.33050472,-0.40938446,-0.16428755,0.0026897236,-0.3166651,0.06022288,0.36539298,-0.14789581,-0.18420732,-0.14418553,-0.06476225,-0.29560858,0.07965633,-0.35180658,-0.19652349,0.07346938,-0.3102554,-0.08140452,-0.063552395,-0.05219046,0.007637762,-0.24092425,0.087548174,0.12689458,0.058684703,-0.49367628,-0.1542188,-0.10856577,-0.12208985,-0.30641887,-0.17473263,-0.28836074,0.0623943,-0.14175075,-0.094850555,-0.0850326,-0.03395893,-0.31671485,0.16523807,-0.26135412,-0.3360578,0.18308052,-0.1677258,-0.19782524,0.5034879,-0.10501446,-0.033851072,0.06370576,-0.15444672,-0.44144517,-0.024781676,-0.08827133,-0.018844703,-0.13494524,0.060585294,-0.027481435,-0.08183888,-0.43922246,-0.08338183,-0.10756786,-0.18458945,0.18513814,-0.12446694,-0.1363861,0.009153197,-0.1542772,0.14681226,0.25444564,-0.20939161,0.16019204,0.14734182,-0.45039147,0.0011987257,0.2808199,-0.13211748,-0.04810056,-0.008773942,-0.62786865,-0.15657814,-0.20043133,-0.47163343,-0.33694994,-0.20477863,0.01646212,-0.022160687,0.060572512,-0.20105824,0.026068207,-0.16200931,0.4794448,-0.14818466,0.21384902,-0.12090382,0.04627619,-0.22544429,-0.31836563,-0.18605351,-0.44258374,0.20380113,-0.26467076,-0.061379798,-0.28765345,-0.358118,-0.21287084,-0.33670467,-0.25915742,0.057409026,-0.7565077,0.084104694,-0.25265715,-0.41168582,-0.26949346,-0.18169725,-0.2206979,-0.121187866,-0.092640504,0.14628202,0.0987514
0.2606824,0.4436965,-0.20812786,0.31442177,0.44007146,0.12778267,0.04285021,0.30795485,0.13654102,0.19354442,0.18432835,-0.1614502,0.35394776,-0.040410228,0.2164871,0.6053244,0.113380045,0.10805079,0.4593308,0.040903315,0.035735708,0.0952675,0.3307876,-0.04988249,0.12945113,0.29479724,0.18351409,0.0746609,0.335048,0.17756441,0.43659672,0.4277457,0.08738448,0.24592301,0.06416876,-0.12289392,0.48169494,-0.08689684,0.27976352,0.09609068,0.24621944,-0.035148595,-0.036582988,0.6458761,-0.07007902,0.21973434,0.14345728,0.099953994,-0.077943966,0.4485002,-0.21923505,0.3184134,-0.3111762,-0.0562264,-0.22573519,0.58761555,-0.1162334,-0.21986772,0.011716709,0.006028101,0.73620945,0.41204852,0.20736034,0.21923642,0.08837154,0.1577964,0.22334877,0.27150854,0.12070539,0.16193396,0.18517606,0.31066284,-0.117407605,0.48957744,0.15169601,-0.056802977,-0.041781604,0.032292068,0.2406258,-0.02227907,0.4751464,0.35576656,0.053185157,0.65359676,0.381991,0.07880389,0.3417476,0.2692372,0.24097936,0.39828452,0.2494052,0.0818623,0.20450655,0.10361166,0.029830145,0.047211505,0.39059958,0.2603514,0.22083779,-0.15583883,0.28618172,0.1313349,0.42848468,0.15440653,0.2581397,0.17045757,0.3715025,0.23522118,0.24622168,-0.009474096,-0.009031574,0.19638354,0.0045263954,0.43571857,-0.13072385,0.5004296,0.3267416,-0.119645625,0.008064219,0.49359447,-0.04966376,0.106476866,0.12372238,0.68148136
-0.14725152,0.20591196,0.0134261,-0.26465154,-0.11003119,0.07162239,-0.26002523,-0.30104858,-0.13221699,0.12626223,-0.08409512,0.061736766,-0.2786271,0.16845885,-0.40678206,0.1349557,-0.10541067,-0.5213547,-0.113433614,0.02066386,0.074276775,0.6741387,-0.02687436,-0.19432032,0.04249212,-0.15707414,-0.22382145,0.09580077,-0.41802925,-0.36188143,0.29198715,0.055837985,-0.3871419,-0.08188804,0.076530196,0.5912635,0.028205298,0.09846423,0.23334414,-0.025655717,0.0054718405,-0.32309857,-0.17027116,-0.02511613,-0.19550669,-0.030840218,0.020893695,-0.00882281,-0.034619868,0.19354978,-0.09583422,-0.0013053474,0.10872284,-0.21587008,0.12732796,-0.49818864,-0.3872903,-0.038590048,-0.076929234,-0.18455912,-0.08877707,-0.38843942,-0.40217653,0.18950447,-0.015698403,0.08294336,-0.15776977,-0.058437362,-0.2265776,-0.54860926,-0.11273837,0.23928002,-0.02153975,0.10188464,0.0726864,0.38743198,-0.07931746,0.14028883,-0.14382125,0.10083227,-0.23609285,-0.06386634,-0.3314281,-0.36204222,-0.14121099,-0.06717734,0.12340772,-0.1576488,-0.7003436,0.0889682,0.099664144,-0.21886721,0.31100902,-0.2698818,0.3574162,-0.060366318,-0.6483452,-0.15098749,-0.23645258,0.049037974,-0.4258568,-0.22697364,0.104695335,0.15770756,0.14363025,0.17088321,-0.33929983,-0.4105384,-0.2809421,-0.067675345,0.112491615,-0.09630274,-0.0924867,0.060189802,0.17445153,0.039158944,0.09976687,-0.054149497,0.22029325,-0.4913801,0.4618876,0.17194018,0.16238916,-0.30708435
0.103103004,-0.08289855,0.10182921,0.22456221,0.35373843,0.09746041,0.044274036,-0.35495016,0.2200845,0.09073418,-0.0760871,-0.03529664,0.09487228,0.30929187,0.22543535,-0.05169517,0.07582661,0.40161783,0.09941738,0.10270073,0.16963868,-0.68248975,-0.22671804,-0.2568971,-0.04547105,0.10076283,0.042091783,0.105159156,-0.20671764,0.08841214,0.06435051,0.13398138,0.13417977,0.07699967,0.15491426,0.2529725,-0.014318734,-0.00045584742,-0.06124163,-0.09696329,0.10083721,0.13469273,-0.2904797,-0.07573561,-0.0082189785,0.3878878,0.31288645,0.061112642,-0.081782505,-0.16637956,-0.21019667,0.06427803,0.072147235,-0.009800453,0.15310091,0.17692351,-0.12592177,0.012027163,0.06738992,0.26182476,0.148132,0.25422484,0.12865372,-0.02925548,0.11114818,0.08390671,-0.27180433,0.023866836,-0.040565703,0.034910217,-0.06415634,0.30897716,0.060352407,0.11604125,0.18956305,0.13877846,0.06607143,0.21151379,-0.2557553,0.11283057,0.019925645,-0.06278127,0.10201539,-0.15782149,0.090843156,-0.20724957,-0.11919708,-0.41875973,0.100677386,-0.5582418,0.18704936,0.11655691,-0.03936722,0.014258018,-0.010983493,0.1004817,0.18955472,0.095105566,-0.06448673,-0.102968305,-0.15384369,-0.027970199,0.0035391704,-0.21399003,-0.2781926,0.27055106,0.20104916,-0.1645961,0.10154092,-0.112865455,-0.1521889,-0.02764194,0.16516633,-0.101707876,-0.015677804,-0.097432524,0.19732384,0.28322545,0.03429814,-0.016314628,0.45242587,0.060259525,-0.07509245,0.21661787
0.12884386,0.0527386,0.0077495,0.06073605,0.0801747,0.21149643,0.12076286,0.18944286,0.37306014,0.27400938,0.26328954,-0.028213734,0.60736835,-0.06766893,0.39125434,0.03481669,0.13198793,0.24820407,0.11723673,0.46661574,0.14579435,0.3553843,0.025379073,0.07945464,0.26116467,0.17383899,0.17399192,0.035188932,0.6645421,0.1857962,0.090749554,0.28525484,0.36478785,0.05181233,0.29211825,0.2577102,0.46512958,0.23282841,0.39314526,0.11309713,0.036976106,0.40007588,0.2775858,0.049262807,0.635056,0.060839955,-0.034202714,0.43938506,0.1611082,0.26855597,0.14904067,0.04575318,-0.16204654,-0.08776372,0.11704293,0.3324345,0.27056304,-0.1235723,-0.12065207,0.11253385,0.007250379,0.3517701,0.27100945,0.062632926,-0.07197528,0.20962603,-0.042861924,0.24368705,0.32144517,0.29147765,0.033981845,0.30699572,0.048044693,0.07033322,-0.0937233,0.03611516,-0.01397137,0.116055615,0.15066722,0.35220233,0.0066128667,0.19222863,0.24680556,0.15216078,0.29315138,0.09005111,-0.3774032,0.2236959,0.33677605,0.2612851,0.29710382,0.23156604,-0.22908823,-0.14403059,-0.04832884,-0.15603611,0.22368371,0.09013787,-0.041057948,0.20405897,0.33059233,0.46300328,0.07220451,0.001276825,0.17182913,0.00035729853,0.26244858,0.45849347,0.08785218,0.07960845,-0.0045507853,0.31668454,-0.032026894,0.12091729,-0.17858826,-0.07585507,0.36072296,0.24493286,0.23483485,0.008806989,0.24646282,0.026904473,0.09138688,0.20847562
0.14165364,0.044906516,-0.0652887,0.52503574,0.2853927,0.084357634,-0.07444875,0.055989586,0.04541147,-0.16184653,0.2550579,0.1486749,-0.78433836,-0.030821133,-0.050630186,0.043821383,-0.26591545,0.049136303,-0.051824633,-0.148994,-0.008639995,-0.22704285,0.041718263,0.03036263,0.007598203,0.023863321,-0.108280875,-0.15492335,0.31775296,-0.20788515,0.2075484,0.004342227,0.24339633,-0.06862345,-0.14231779,0.38341048,-0.25352722,-0.15153746,0.19916621,-0.46800542,-0.053405575,0.057771724,0.24691392,0.24234243,-0.025548574,-0.14796254,-0.042735364,-0.11812466,-0.17618158,-0.06541999,-0.41345754,-0.08516412,-0.11572758,-0.11195353,-0.08879466,0.12718627,0.11466242,-0.1687871,-0.08485213,0.08876436,0.15082583,0.22462504,0.093833305,-0.20162384,-0.31147864,-0.29702824,-0.04314993,-0.019631712,0.35999537,0.15224294,0.32506663,0.28927615,-0.35497487,-0.30258787,0.021908367,-0.13561125,-0.15369615,-0.15559752,-0.037441216,-0.33942413,0.0672257,-0.23246802,0.10856212,0.09360511,0.09733719,-0.23575428,0.24343888,-0.15128064,0.07940109,-0.23702867,-0.0061825896,-0.06595892,-0.30387253,0.30240852,-0.23306397,-0.06764091,-0.043896027,-0.16933528,0.20529158,-0.08053163,0.13152495,-0.0644839,-0.06995156,-0.24538837,-0.22493905,0.10143181,-0.1772224,0.070890315,-0.103388175,-0.23146668,-0.30853534,-0.044237405,0.13716333,-0.10947172,-0.24931888,0.014731825,-0.1313914,-0.097379506,-0.1493933,0.27724743,-0.19980018,0.0441241,-0.41084296,0.04163345
0.1361461,0.28073496,-0.1547472,0.14964744,0.4878776,0.078707926,0.18103886,-0.06362291,0.14252321,0.15132016,0.15270875,0.17034352,0.14475617,0.13321587,0.123534165,0.043313075,-0.012510799,0.15278535,-0.093871124,0.09786976,0.1590822,0.07804082,-0.3677009,-0.23567194,0.023329172,0.040828947,0.060010795,-0.121092245,-0.12299436,0.16076761,0.08222724,0.34823003,-0.021956977,-0.18582872,-0.021565149,0.12906832,0.055625036,0.054515105,0.036126602,-0.20540279,-0.03541337,0.0024037238,-0.027835505,-0.2618708,-0.16107439,0.07723766,0.13594767,0.111149654,0.3059216,-0.16015556,0.12855348,0.11766943,0.078062385,0.07158195,0.0076937177,0.077256516,-0.029491212,0.15355138,0.047793157,0.14105189,0.19345872,-0.24565986,-0.018488022,0.05506848,-0.23997718,0.07061425,0.09980186,0.341289,-0.11275905,-0.39749202,0.1336768,0.4265275,-0.2344434,0.07349033,0.09598337,-0.021476995,0.00567315,0.30159155,0.07796858,0.26498252,0.051090293,0.3640465,0.26856202,-0.016610172,0.11979661,-0.06825304,-0.11920073,0.13026279,0.0067950473,0.1251069,-0.12390136,0.30935693,0.15660164,-0.14218703,-0.1664848,0.3142941,0.02949029,-0.06097212,0.13549119,-0.04566099,0.26192147,0.103715286,0.20687455,-0.093313344,0.16792956,0.039464388,-0.15022074,0.23444246,-0.066598184,0.27508697,0.42130733,0.005360243,-0.012928518,0.018113805,-0.03929116,0.31854454,-0.25674322,0.08913563,0.13601325,-0.16857052,0.25709963,-0.23925082,0.106802575,-0.21298194
0.13526693,-0.2660334,0.0019140161,-0.40475875,-0.0657572,0.09949361,-0.6463833,0.17820194,-0.2422357,-0.4829605,-0.35915056,-0.16983423,-0.34978485,-0.2767106,-0.4815696,-0.22437003,0.024254192,-0.1533529,-0.32234153,-0.041393347,0.020561589,-0.24163705,0.09799872,-0.118382975,-0.050927054,-0.23817216,-0.07828403,-0.2782138,-0.5904572,-0.44695675,0.0008657467,0.30304635,-0.057866503,-0.16366592,-0.5456476,0.0037675286,0.08313732,-0.3197645,-0.11624378,-0.1919336,-0.0023453797,-0.23043112,-0.5075493,-0.43313783,-0.1109132,-0.2481569,0.105771564,-0.34137216,-0.45883626,-0.13711126,-0.17241907,-0.29586825,-0.21169418,-0.032801863,-0.4054382,-0.53701836,-0.26875296,-0.31700286,-0.14588654,-0.30117878,-0.22421323,-0.1917457,-0.35732436,0.062064476,-0.06582159,0.16223711,-0.549796,-0.23417217,-0.41397718,-0.35600206,-0.43737873,0.11279752,-0.05326886,-0.055683307,-0.21498531,0.07358634,0.022284633,-0.15737213,-0.1690139,-0.16821046,-0.17067607,-0.45691627,-0.34067714,-0.32957357,-0.5508132,-0.1723384,-0.23098847,-0.5996057,-0.33543864,-0.015891295,0.18430385,-0.3659743,-0.05606624,0.22886927,0.008662855,-0.12232298,-0.43505895,-0.1201219,-0.08799696,-0.25612202,-0.5507179,-0.2700438,-0.13874055,-0.03901736,0.04932999,-0.4928278,-0.2964171,-0.37968254,-0.26285124,-0.35258442,0.1136311,-0.46270144,-0.15236087,-0.13704272,0.047525275,-0.052523363,0.12938267,0.018117681,-0.116131805,-0.099656716,0.009232983,-0.26960135,-0.28017187,-0.022710074
0.021169024,0.2040087,0.2261114,-0.20917709,-0.21411169,0.17819525,-0.17132512,0.068561345,-0.180991,0.048742495,-0.07755544,-0.09553609,0.39534763,-0.09544722,-0.22708456,0.17798659,0.03657888,0.26629427,-0.04445873,-0.17804714,-0.30553356,0.89980155,-0.08076078,0.31576684,0.23185408,-0.06728175,0.1977082,0.29785484,-0.29409307,-0.19952099,0.100045845,-0.43953645,-0.12137564,-0.034987565,-0.007821174,-0.34572873,-0.3858838,0.03289747,0.34052962,-0.25653797,0.012689401,-0.12143837,0.08129003,-0.04867572,0.041989375,-0.11354359,-0.029518433,-0.017664373,0.2089949,-0.029499844,0.31968632,-0.20000124,0.08166501,0.059654105,-0.14471728,-0.4348324,-0.013742042,-0.13302153,0.04969954,-0.28025606,-0.2519074,0.19291696,-0.23989251,0.0051282155,-0.13446108,0.027474891,-0.043387976,-0.18618606,-0.4098486,-0.016285002,-0.16368443,-0.38718694,0.21447864,-0.38900837,-0.25895697,-0.05134611,0.26282802,-0.640918,0.10250668,0.07009533,0.16845767,0.016150221,-0.10808778,0.09576947,-0.28687137,0.101441264,-0.028177368,-0.08616652,0.028126914,0.025977949,0.2956703,-0.06549296,-0.039912246,0.35321996,-0.1552603,0.5552561,-0.28642118,0.05007059,-0.018414287,0.35806292,-0.29420242,-0.16279024,0.38239026,0.12198016,0.091303535,-0.24492915,0.049943414,-0.30534166,-0.013565664,0.029875195,-0.19044574,-0.053464197,0.38739392,0.62103426,0.17483392,0.2872545,-0.252478,0.08704568,-0.014614281,-0.020407453,0.20477659,-0.21804106,-0.025740754,0.1133392
-0.26679644,0.14507854,-0.25965557,-0.007712094,0.2834036,-0.36199227,-0.021494787,-0.3468939,0.102939375,0.040832944,0.08394984,0.13289078,-0.14616467,-0.0381766,0.062336233,-0.06457918,0.042317133,-0.30768782,0.12525544,-0.46298897,-0.23764205,-0.5119917,-0.37165248,-0.016171917,-0.18385172,-0.03971106,-0.02551335,0.06907541,0.05175068,0.32169148,-0.31491965,-0.012218413,-0.12318741,0.13975525,-0.24216323,0.074652486,-0.09520746,-0.22531617,0.0941066,-0.25928444,0.00793558,-0.14006153,-0.2294501,0.03907557,-0.60175467,-0.14693482,-0.011240212,0.05498431,-0.1385861,0.09951764,-0.28469536,0.05912427,-0.17458901,-0.19640955,-0.07031933,0.27075297,-0.06811894,-0.23580663,-0.34032962,-0.094711125,-0.10580498,0.21469194,0.23263755,-0.27256995,-0.3263716,0.11787558,-0.16272454,0.0044889725,-0.013118393,0.26080367,-0.29100332,-0.06961621,-0.33942282,-0.019109204,0.060300592,-0.2491737,-0.11316442,-0.19473803,0.0640483,-0.030028384,-0.049103044,-0.021800721,-0.05420557,-0.1292018,-0.2147291,0.07846688,0.56158644,0.10744786,0.032356348,-0.08386151,-0.19428833,-0.07304544,0.13607335,-0.12979314,-0.27647057,-0.29994223,0.20999226,0.08321286,-0.19726028,-0.13420531,0.2033371,-0.08632887,0.25128737,0.1507199,0.18178913,0.18495351,0.100305445,0.011021568,0.14150682,0.11197434,0.015513639,0.1586233,-0.21300606,-0.15985774,-0.11147222,0.08235441,-0.12886576,-0.08604004,0.14360559,0.30167046,0.103606164,-0.32304147,-0.106477894,0.41958782
-0.078857675,0.12785086,-0.20362958,0.18053554,0.12726627,0.019245803,0.08244688,-0.0012139884,0.32328853,0.10271375,0.10423701,-0.1490783,-0.15243141,-0.080642745,-0.13643698,0.041418124,-0.10398919,0.044072244,0.1634904,0.18425833,0.037560575,-0.41721985,-0.22634321,-0.057488814,-0.004395629,-0.034365542,0.0961384,-0.16056168,0.16436431,-0.092048876,0.12752011,-0.1555482,0.014925943,-0.08651307,0.06343825,-0.019701684,-0.109882444,-0.069000445,0.24777429,-0.18260352,0.0505749,0.028485956,0.17237702,0.291384,-0.029833907,-0.032862145,-0.044786558,-0.120939255,-0.13823865,0.13510162,-0.19812636,-0.0940718,0.040148634,0.049143657,-0.29901415,0.22840823,0.07918085,0.051688258,-0.10150208,-0.16218756,0.48507982,0.3549038,0.072685316,0.008512992,-0.45964733,-0.24668658,0.112515554,-0.12678516,0.4451395,0.0041896543,0.048577078,-0.11671006,0.04728095,-0.030897997,0.27537015,0.13845116,0.046455152,-0.45578387,0.15571249,0.18000938,0.0482786,-0.008363726,0.09707264,0.14907402,0.21230368,0.013568643,-0.30321452,-0.22198607,-0.13285507,0.22776803,-0.023880893,0.008091846,-0.040605567,0.24659626,-0.010337058,0.4160068,-0.07477689,-0.013984188,0.1816816,0.03986545,-0.07993781,0.1349797,-0.12962165,-0.25731623,-0.12253377,-0.047207225,0.22656636,-0.05303813,-0.23034024,0.14981623,-0.21411304,0.2162686,0.3876917,-0.05156007,0.013374725,-0.04108145,-0.0013574178,-0.19959322,0.20044944,0.017574362,0.26666528,-0.03633819,0.14230485,0.1756806
