,train,test
666,tensor(3.8693),tensor(6.9388)
667,tensor(3.8715),tensor(6.9616)
668,tensor(3.8727),tensor(6.9339)
669,tensor(3.8671),tensor(6.9492)
670,tensor(3.8741),tensor(6.9507)
671,tensor(3.8691),tensor(6.9559)
672,tensor(3.8961),tensor(6.9882)
673,tensor(3.8823),tensor(6.9480)
674,tensor(3.8750),tensor(6.9469)
675,tensor(3.8801),tensor(6.9520)
676,tensor(3.8701),tensor(6.9555)
677,tensor(3.8792),tensor(6.9677)
678,tensor(3.8681),tensor(6.9630)
679,tensor(3.8786),tensor(6.9459)
680,tensor(3.8662),tensor(6.9361)
681,tensor(3.8801),tensor(6.9559)
682,tensor(3.8746),tensor(6.9384)
683,tensor(3.8932),tensor(6.9426)
684,tensor(3.8717),tensor(6.9513)
685,tensor(3.8709),tensor(6.9436)
686,tensor(3.8801),tensor(6.9428)
687,tensor(3.8864),tensor(6.9549)
688,tensor(3.8753),tensor(6.9300)
689,tensor(3.8904),tensor(6.9716)
690,tensor(3.8702),tensor(6.9524)
691,tensor(3.8871),tensor(6.9808)
692,tensor(3.8822),tensor(6.9508)
693,tensor(3.8643),tensor(6.9534)
694,tensor(3.8692),tensor(6.9530)
695,tensor(3.8721),tensor(6.9494)
696,tensor(3.8745),tensor(6.9370)
697,tensor(3.8596),tensor(6.9606)
698,tensor(3.8883),tensor(6.9608)
699,tensor(3.8709),tensor(6.9441)
700,tensor(3.8762),tensor(6.9615)
701,tensor(3.8837),tensor(6.9641)
702,tensor(3.8809),tensor(6.9404)
703,tensor(3.8596),tensor(6.9567)
704,tensor(3.8834),tensor(6.9617)
705,tensor(3.9056),tensor(6.9557)
706,tensor(3.8869),tensor(6.9622)
707,tensor(3.8844),tensor(6.9498)
708,tensor(3.8876),tensor(6.9628)
709,tensor(3.8821),tensor(6.9521)
710,tensor(3.8794),tensor(6.9596)
711,tensor(3.8886),tensor(6.9408)
712,tensor(3.8761),tensor(6.9451)
713,tensor(3.8710),tensor(6.9423)
714,tensor(3.8723),tensor(6.9549)
715,tensor(3.8663),tensor(6.9338)
716,tensor(3.8794),tensor(6.9592)
717,tensor(3.8695),tensor(6.9386)
718,tensor(3.8751),tensor(6.9413)
719,tensor(3.8783),tensor(6.9538)
720,tensor(3.8835),tensor(6.9477)
721,tensor(3.8838),tensor(6.9425)
722,tensor(3.8660),tensor(6.9360)
723,tensor(3.8693),tensor(6.9529)
724,tensor(3.8805),tensor(6.9317)
725,tensor(3.8788),tensor(6.9518)
726,tensor(3.8616),tensor(6.9428)
727,tensor(3.8735),tensor(6.9472)
728,tensor(3.8944),tensor(6.9578)
729,tensor(3.8755),tensor(6.9413)
730,tensor(3.8523),tensor(6.9351)
731,tensor(3.8855),tensor(6.9478)
732,tensor(3.8692),tensor(6.9304)
733,tensor(3.8767),tensor(6.9481)
734,tensor(3.8760),tensor(6.9379)
735,tensor(3.8738),tensor(6.9403)
736,tensor(3.8796),tensor(6.9437)
737,tensor(3.8887),tensor(6.9434)
738,tensor(3.8664),tensor(6.9393)
739,tensor(3.8757),tensor(6.9425)
740,tensor(3.8784),tensor(6.9460)
741,tensor(3.8676),tensor(6.9474)
742,tensor(3.8805),tensor(6.9425)
743,tensor(3.8737),tensor(6.9445)
744,tensor(3.8844),tensor(6.9334)
745,tensor(3.8913),tensor(6.9376)
746,tensor(3.8814),tensor(6.9611)
747,tensor(3.8740),tensor(6.9300)
748,tensor(3.8936),tensor(6.9671)
749,tensor(3.9057),tensor(6.9573)
750,tensor(3.8898),tensor(6.9414)
751,tensor(3.8631),tensor(6.9366)
752,tensor(3.8695),tensor(6.9479)
753,tensor(3.8669),tensor(6.9413)
754,tensor(3.8795),tensor(6.9549)
755,tensor(3.9033),tensor(6.9714)
756,tensor(3.8947),tensor(6.9666)
757,tensor(3.8764),tensor(6.9414)
758,tensor(3.8576),tensor(6.9278)
759,tensor(3.8644),tensor(6.9530)
760,tensor(3.8591),tensor(6.9534)
761,tensor(3.9074),tensor(6.9592)
762,tensor(3.8648),tensor(6.9416)
763,tensor(3.8866),tensor(6.9420)
764,tensor(3.8651),tensor(6.9378)
765,tensor(3.8737),tensor(6.9427)
766,tensor(3.8909),tensor(6.9390)
767,tensor(3.8593),tensor(6.9335)
768,tensor(3.8898),tensor(6.9528)
769,tensor(3.8729),tensor(6.9263)
770,tensor(3.8832),tensor(6.9432)
771,tensor(3.8663),tensor(6.9333)
772,tensor(3.8705),tensor(6.9386)
773,tensor(3.8634),tensor(6.9346)
774,tensor(3.9149),tensor(6.9569)
775,tensor(3.8882),tensor(6.9427)
776,tensor(3.8805),tensor(6.9346)
777,tensor(3.8932),tensor(6.9342)
778,tensor(3.8825),tensor(6.9228)
779,tensor(3.8703),tensor(6.9251)
780,tensor(3.8843),tensor(6.9392)
781,tensor(3.8664),tensor(6.9199)
782,tensor(3.8640),tensor(6.9297)
783,tensor(3.8881),tensor(6.9504)
784,tensor(3.8704),tensor(6.9142)
785,tensor(3.8719),tensor(6.9351)
786,tensor(3.8851),tensor(6.9302)
787,tensor(3.8636),tensor(6.9292)
788,tensor(3.8553),tensor(6.9355)
789,tensor(3.8677),tensor(6.9374)
790,tensor(3.8893),tensor(6.9470)
791,tensor(3.8827),tensor(6.9441)
792,tensor(3.8814),tensor(6.9441)
793,tensor(3.8733),tensor(6.9434)
794,tensor(3.8775),tensor(6.9544)
795,tensor(3.8853),tensor(6.9498)
796,tensor(3.8774),tensor(6.9478)
797,tensor(3.8717),tensor(6.9365)
798,tensor(3.8786),tensor(6.9457)
799,tensor(3.8748),tensor(6.9493)
800,tensor(3.8750),tensor(6.9486)
801,tensor(3.8727),tensor(6.9403)
802,tensor(3.8663),tensor(6.9483)
803,tensor(3.8842),tensor(6.9495)
804,tensor(3.8849),tensor(6.9449)
805,tensor(3.8824),tensor(6.9626)
806,tensor(3.8772),tensor(6.9423)
807,tensor(3.8579),tensor(6.9349)
808,tensor(3.8849),tensor(6.9467)
809,tensor(3.8547),tensor(6.9327)
810,tensor(3.8705),tensor(6.9376)
811,tensor(3.8766),tensor(6.9414)
812,tensor(3.8778),tensor(6.9454)
813,tensor(3.8705),tensor(6.9445)
814,tensor(3.8773),tensor(6.9324)
815,tensor(3.8751),tensor(6.9373)
816,tensor(3.8781),tensor(6.9387)
817,tensor(3.8556),tensor(6.9410)
818,tensor(3.8589),tensor(6.9447)
819,tensor(3.8751),tensor(6.9710)
820,tensor(3.8876),tensor(6.9568)
821,tensor(3.8726),tensor(6.9650)
822,tensor(3.8720),tensor(6.9368)
823,tensor(3.8798),tensor(6.9360)
824,tensor(3.8824),tensor(6.9587)
825,tensor(3.8702),tensor(6.9368)
826,tensor(3.8723),tensor(6.9516)
827,tensor(3.8563),tensor(6.9337)
828,tensor(3.8784),tensor(6.9438)
829,tensor(3.8683),tensor(6.9457)
830,tensor(3.8819),tensor(6.9491)
831,tensor(3.8741),tensor(6.9486)
832,tensor(3.8766),tensor(6.9421)
833,tensor(3.8799),tensor(6.9512)
834,tensor(3.8927),tensor(6.9500)
835,tensor(3.8905),tensor(6.9531)
836,tensor(3.8785),tensor(6.9515)
837,tensor(3.8754),tensor(6.9444)
838,tensor(3.8608),tensor(6.9491)
839,tensor(3.8676),tensor(6.9567)
840,tensor(3.8482),tensor(6.9440)
841,tensor(3.8846),tensor(6.9562)
842,tensor(3.8870),tensor(6.9510)
843,tensor(3.8651),tensor(6.9563)
844,tensor(3.8730),tensor(6.9292)
845,tensor(3.8974),tensor(6.9346)
846,tensor(3.8810),tensor(6.9563)
847,tensor(3.8771),tensor(6.9484)
848,tensor(3.8761),tensor(6.9568)
849,tensor(3.8798),tensor(6.9566)
850,tensor(3.8885),tensor(6.9480)
851,tensor(3.9131),tensor(6.9661)
852,tensor(3.8731),tensor(6.9398)
853,tensor(3.8837),tensor(6.9521)
854,tensor(3.8930),tensor(6.9448)
855,tensor(3.8739),tensor(6.9507)
856,tensor(3.8793),tensor(6.9362)
857,tensor(3.8646),tensor(6.9411)
858,tensor(3.8710),tensor(6.9405)
859,tensor(3.8882),tensor(6.9481)
860,tensor(3.8834),tensor(6.9470)
861,tensor(3.9048),tensor(6.9524)
862,tensor(3.8783),tensor(6.9357)
863,tensor(3.8641),tensor(6.9348)
864,tensor(3.8792),tensor(6.9355)
865,tensor(3.8631),tensor(6.9301)
866,tensor(3.8540),tensor(6.9405)
867,tensor(3.8788),tensor(6.9437)
868,tensor(3.8452),tensor(6.9373)
869,tensor(3.8827),tensor(6.9413)
870,tensor(3.8796),tensor(6.9437)
871,tensor(3.8804),tensor(6.9327)
872,tensor(3.8717),tensor(6.9421)
873,tensor(3.8645),tensor(6.9412)
874,tensor(3.8556),tensor(6.9409)
875,tensor(3.8662),tensor(6.9401)
876,tensor(3.8669),tensor(6.9428)
877,tensor(3.8755),tensor(6.9655)
878,tensor(3.8755),tensor(6.9474)
879,tensor(3.8818),tensor(6.9632)
880,tensor(3.8675),tensor(6.9549)
881,tensor(3.8820),tensor(6.9397)
882,tensor(3.8775),tensor(6.9300)
883,tensor(3.8580),tensor(6.9397)
884,tensor(3.8798),tensor(6.9514)
885,tensor(3.8745),tensor(6.9339)
886,tensor(3.8757),tensor(6.9422)
887,tensor(3.8815),tensor(6.9356)
888,tensor(3.8739),tensor(6.9420)
889,tensor(3.8740),tensor(6.9460)
890,tensor(3.8559),tensor(6.9503)
891,tensor(3.8740),tensor(6.9540)
892,tensor(3.8787),tensor(6.9495)
893,tensor(3.8621),tensor(6.9377)
894,tensor(3.8900),tensor(6.9506)
895,tensor(3.8962),tensor(6.9600)
896,tensor(3.8884),tensor(6.9458)
897,tensor(3.8986),tensor(6.9666)
898,tensor(3.8825),tensor(6.9372)
899,tensor(3.8785),tensor(6.9456)
900,tensor(3.8703),tensor(6.9508)
901,tensor(3.8835),tensor(6.9488)
902,tensor(3.8960),tensor(6.9570)
903,tensor(3.8587),tensor(6.9295)
904,tensor(3.8486),tensor(6.9298)
905,tensor(3.8831),tensor(6.9364)
906,tensor(3.8799),tensor(6.9391)
907,tensor(3.8847),tensor(6.9397)
908,tensor(3.8740),tensor(6.9319)
909,tensor(3.8739),tensor(6.9363)
910,tensor(3.8720),tensor(6.9324)
911,tensor(3.8944),tensor(6.9487)
912,tensor(3.8489),tensor(6.9345)
913,tensor(3.8584),tensor(6.9392)
914,tensor(3.8836),tensor(6.9433)
915,tensor(3.8823),tensor(6.9314)
916,tensor(3.8752),tensor(6.9503)
917,tensor(3.8907),tensor(6.9408)
918,tensor(3.8468),tensor(6.9350)
919,tensor(3.8698),tensor(6.9477)
920,tensor(3.8575),tensor(6.9431)
921,tensor(3.8732),tensor(6.9423)
922,tensor(3.8759),tensor(6.9463)
923,tensor(3.8800),tensor(6.9460)
924,tensor(3.8901),tensor(6.9487)
925,tensor(3.8596),tensor(6.9553)
926,tensor(3.8737),tensor(6.9458)
927,tensor(3.8644),tensor(6.9440)
928,tensor(3.8913),tensor(6.9501)
929,tensor(3.8833),tensor(6.9486)
930,tensor(3.9036),tensor(6.9511)
931,tensor(3.8759),tensor(6.9432)
932,tensor(3.8500),tensor(6.9455)
933,tensor(3.8916),tensor(6.9611)
934,tensor(3.8716),tensor(6.9398)
935,tensor(3.8558),tensor(6.9484)
936,tensor(3.8688),tensor(6.9602)
937,tensor(3.8699),tensor(6.9422)
938,tensor(3.8702),tensor(6.9431)
939,tensor(3.8902),tensor(6.9518)
940,tensor(3.8922),tensor(6.9400)
941,tensor(3.8717),tensor(6.9418)
942,tensor(3.8725),tensor(6.9448)
943,tensor(3.8644),tensor(6.9385)
944,tensor(3.8694),tensor(6.9520)
945,tensor(3.8823),tensor(6.9494)
946,tensor(3.8717),tensor(6.9523)
947,tensor(3.8642),tensor(6.9546)
948,tensor(3.8465),tensor(6.9514)
949,tensor(3.8919),tensor(6.9792)
950,tensor(3.8789),tensor(6.9598)
951,tensor(3.8834),tensor(6.9673)
952,tensor(3.8688),tensor(6.9477)
953,tensor(3.8776),tensor(6.9583)
954,tensor(3.8866),tensor(6.9548)
955,tensor(3.8572),tensor(6.9465)
956,tensor(3.8740),tensor(6.9588)
957,tensor(3.8583),tensor(6.9486)
958,tensor(3.8807),tensor(6.9529)
959,tensor(3.8824),tensor(6.9679)
960,tensor(3.8760),tensor(6.9475)
961,tensor(3.8767),tensor(6.9432)
962,tensor(3.8799),tensor(6.9428)
963,tensor(3.8754),tensor(6.9470)
964,tensor(3.8805),tensor(6.9532)
965,tensor(3.8623),tensor(6.9575)
966,tensor(3.8752),tensor(6.9609)
967,tensor(3.8770),tensor(6.9526)
968,tensor(3.8663),tensor(6.9624)
969,tensor(3.8515),tensor(6.9596)
970,tensor(3.8734),tensor(6.9664)
971,tensor(3.8582),tensor(6.9587)
972,tensor(3.8844),tensor(6.9489)
973,tensor(3.8664),tensor(6.9499)
974,tensor(3.8818),tensor(6.9504)
975,tensor(3.8823),tensor(6.9470)
976,tensor(3.8911),tensor(6.9645)
977,tensor(3.8643),tensor(6.9438)
978,tensor(3.8551),tensor(6.9524)
979,tensor(3.8560),tensor(6.9479)
980,tensor(3.8747),tensor(6.9453)
981,tensor(3.8901),tensor(6.9729)
982,tensor(3.8735),tensor(6.9473)
983,tensor(3.8915),tensor(6.9557)
984,tensor(3.8783),tensor(6.9426)
985,tensor(3.8588),tensor(6.9577)
986,tensor(4.1495),tensor(6.9764)
987,tensor(3.9436),tensor(6.9833)
988,tensor(3.9259),tensor(6.9717)
989,tensor(3.9207),tensor(6.9687)
990,tensor(3.9194),tensor(6.9710)
991,tensor(3.8986),tensor(6.9554)
992,tensor(3.8915),tensor(6.9643)
993,tensor(3.9075),tensor(6.9834)
994,tensor(3.8929),tensor(6.9731)
995,tensor(3.9005),tensor(6.9614)
996,tensor(3.8943),tensor(6.9667)
997,tensor(3.9004),tensor(6.9582)
998,tensor(3.8825),tensor(6.9491)
999,tensor(3.9000),tensor(6.9530)
1000,tensor(3.8882),tensor(6.9422)
1001,tensor(3.8874),tensor(6.9528)
1002,tensor(3.8785),tensor(6.9399)
1003,tensor(3.8692),tensor(6.9486)
1004,tensor(3.8767),tensor(6.9375)
1005,tensor(3.8731),tensor(6.9431)
1006,tensor(3.8793),tensor(6.9497)
1007,tensor(3.8795),tensor(6.9474)
1008,tensor(3.8704),tensor(6.9369)
1009,tensor(3.8573),tensor(6.9565)
1010,tensor(3.8537),tensor(6.9434)
1011,tensor(3.8811),tensor(6.9532)
1012,tensor(3.8770),tensor(6.9600)
1013,tensor(3.8694),tensor(6.9490)
1014,tensor(3.8787),tensor(6.9491)
1015,tensor(3.8615),tensor(6.9469)
1016,tensor(3.8579),tensor(6.9436)
1017,tensor(3.8624),tensor(6.9490)
1018,tensor(3.8549),tensor(6.9546)
1019,tensor(3.8588),tensor(6.9482)
1020,tensor(3.8901),tensor(6.9574)
1021,tensor(3.8784),tensor(6.9553)
1022,tensor(3.8730),tensor(6.9529)
1023,tensor(3.8893),tensor(6.9705)
1024,tensor(3.8797),tensor(6.9544)
1025,tensor(3.8647),tensor(6.9459)
1026,tensor(3.8855),tensor(6.9628)
1027,tensor(3.8640),tensor(6.9481)
1028,tensor(3.8740),tensor(6.9466)
1029,tensor(3.8610),tensor(6.9361)
1030,tensor(3.8636),tensor(6.9306)
1031,tensor(3.8579),tensor(6.9323)
1032,tensor(3.8785),tensor(6.9358)
1033,tensor(3.8742),tensor(6.9282)
1034,tensor(3.8708),tensor(6.9498)
1035,tensor(3.8881),tensor(6.9693)
1036,tensor(3.8797),tensor(6.9473)
1037,tensor(3.8674),tensor(6.9470)
1038,tensor(3.8908),tensor(6.9522)
1039,tensor(3.8607),tensor(6.9318)
1040,tensor(3.8667),tensor(6.9547)
1041,tensor(3.9071),tensor(6.9533)
1042,tensor(3.8932),tensor(6.9558)
1043,tensor(3.8600),tensor(6.9375)
1044,tensor(3.8678),tensor(6.9473)
1045,tensor(3.8755),tensor(6.9428)
1046,tensor(3.8745),tensor(6.9367)
1047,tensor(3.8652),tensor(6.9514)
1048,tensor(3.8875),tensor(6.9531)
1049,tensor(3.8917),tensor(6.9518)
1050,tensor(3.8876),tensor(6.9559)
1051,tensor(3.8451),tensor(6.9413)
1052,tensor(3.8682),tensor(6.9601)
1053,tensor(3.8827),tensor(6.9455)
1054,tensor(3.8843),tensor(6.9562)
1055,tensor(3.8671),tensor(6.9513)
1056,tensor(3.8640),tensor(6.9515)
1057,tensor(3.8712),tensor(6.9513)
1058,tensor(3.8803),tensor(6.9469)
1059,tensor(3.8703),tensor(6.9513)
1060,tensor(3.8792),tensor(6.9490)
1061,tensor(3.8847),tensor(6.9636)
1062,tensor(3.8866),tensor(6.9469)
1063,tensor(3.8714),tensor(6.9431)
1064,tensor(3.8721),tensor(6.9448)
1065,tensor(3.8784),tensor(6.9609)
1066,tensor(3.8676),tensor(6.9548)
1067,tensor(3.8722),tensor(6.9653)
1068,tensor(3.8881),tensor(6.9408)
1069,tensor(3.8578),tensor(6.9427)
1070,tensor(3.8854),tensor(6.9544)
1071,tensor(3.8847),tensor(6.9538)
1072,tensor(3.8847),tensor(6.9453)
1073,tensor(3.8816),tensor(6.9357)
1074,tensor(3.8824),tensor(6.9408)
1075,tensor(3.8930),tensor(6.9554)
1076,tensor(3.8631),tensor(6.9499)
1077,tensor(3.8809),tensor(6.9571)
1078,tensor(3.8658),tensor(6.9648)
1079,tensor(3.8874),tensor(6.9642)
1080,tensor(3.8743),tensor(6.9551)
1081,tensor(3.8740),tensor(6.9607)
1082,tensor(3.8590),tensor(6.9616)
1083,tensor(3.8878),tensor(6.9671)
1084,tensor(3.8591),tensor(6.9479)
1085,tensor(3.8681),tensor(6.9447)
1086,tensor(3.8754),tensor(6.9529)
1087,tensor(3.8736),tensor(6.9520)
1088,tensor(3.8804),tensor(6.9561)
1089,tensor(3.8731),tensor(6.9505)
1090,tensor(3.8635),tensor(6.9415)
1091,tensor(3.8782),tensor(6.9537)
1092,tensor(3.8774),tensor(6.9489)
1093,tensor(3.8739),tensor(6.9643)
1094,tensor(3.8759),tensor(6.9506)
1095,tensor(3.8739),tensor(6.9615)
1096,tensor(3.8691),tensor(6.9479)
1097,tensor(3.8643),tensor(6.9655)
1098,tensor(3.8899),tensor(6.9749)
1099,tensor(3.8521),tensor(6.9431)
1100,tensor(3.8645),tensor(6.9471)
1101,tensor(4.0844),tensor(6.9814)
1102,tensor(3.9199),tensor(6.9574)
1103,tensor(3.9077),tensor(6.9582)
1104,tensor(3.9172),tensor(6.9532)
1105,tensor(3.9080),tensor(6.9393)
1106,tensor(3.9125),tensor(6.9506)
1107,tensor(3.9139),tensor(6.9444)
1108,tensor(3.8740),tensor(6.9457)
1109,tensor(3.8875),tensor(6.9559)
1110,tensor(3.8900),tensor(6.9527)
1111,tensor(3.8983),tensor(6.9437)
1112,tensor(3.8838),tensor(6.9501)
1113,tensor(3.8859),tensor(6.9468)
1114,tensor(3.8717),tensor(6.9292)
1115,tensor(3.8878),tensor(6.9530)
1116,tensor(3.8807),tensor(6.9292)
1117,tensor(3.8729),tensor(6.9479)
1118,tensor(3.8841),tensor(6.9381)
1119,tensor(3.8677),tensor(6.9407)
1120,tensor(3.8653),tensor(6.9473)
1121,tensor(3.8796),tensor(6.9582)
1122,tensor(3.8752),tensor(6.9550)
1123,tensor(3.8917),tensor(6.9547)
1124,tensor(3.8859),tensor(6.9471)
1125,tensor(3.8982),tensor(6.9587)
1126,tensor(3.8510),tensor(6.9333)
1127,tensor(3.8793),tensor(6.9439)
1128,tensor(3.8795),tensor(6.9347)
1129,tensor(3.8905),tensor(6.9371)
1130,tensor(3.8793),tensor(6.9420)
1131,tensor(3.8874),tensor(6.9399)
1132,tensor(3.8856),tensor(6.9375)
1133,tensor(3.8772),tensor(6.9348)
1134,tensor(3.8624),tensor(6.9283)
1135,tensor(3.8731),tensor(6.9445)
1136,tensor(3.8556),tensor(6.9375)
1137,tensor(3.8785),tensor(6.9452)
1138,tensor(3.8722),tensor(6.9419)
1139,tensor(3.8871),tensor(6.9485)
1140,tensor(3.8811),tensor(6.9412)
1141,tensor(3.8691),tensor(6.9464)
1142,tensor(3.8974),tensor(6.9633)
1143,tensor(3.8681),tensor(6.9356)
1144,tensor(3.8651),tensor(6.9463)
1145,tensor(3.8835),tensor(6.9389)
1146,tensor(3.8806),tensor(6.9419)
1147,tensor(3.8926),tensor(6.9607)
1148,tensor(3.8770),tensor(6.9435)
1149,tensor(3.8704),tensor(6.9563)
1150,tensor(3.8842),tensor(6.9553)
1151,tensor(3.8919),tensor(6.9649)
1152,tensor(3.8748),tensor(6.9421)
1153,tensor(3.8885),tensor(6.9610)
1154,tensor(3.8912),tensor(6.9565)
1155,tensor(3.9069),tensor(6.9540)
1156,tensor(3.8808),tensor(6.9586)
1157,tensor(3.9039),tensor(6.9483)
1158,tensor(3.8962),tensor(6.9409)
1159,tensor(3.8994),tensor(6.9712)
1160,tensor(3.8925),tensor(6.9749)
1161,tensor(3.8864),tensor(6.9610)
1162,tensor(3.8856),tensor(6.9620)
1163,tensor(3.8848),tensor(6.9560)
1164,tensor(3.8827),tensor(6.9464)
1165,tensor(3.8866),tensor(6.9467)
1166,tensor(3.8822),tensor(6.9385)
1167,tensor(3.8782),tensor(6.9579)
1168,tensor(3.8926),tensor(6.9571)
1169,tensor(3.8669),tensor(6.9459)
1170,tensor(3.8901),tensor(6.9615)
1171,tensor(3.8693),tensor(6.9439)
1172,tensor(3.8752),tensor(6.9568)
1173,tensor(3.8709),tensor(6.9421)
1174,tensor(3.8669),tensor(6.9455)
1175,tensor(3.8748),tensor(6.9494)
1176,tensor(3.8686),tensor(6.9393)
1177,tensor(3.8746),tensor(6.9331)
1178,tensor(3.8829),tensor(6.9411)
1179,tensor(3.8606),tensor(6.9341)
1180,tensor(3.8807),tensor(6.9463)
1181,tensor(3.8630),tensor(6.9421)
1182,tensor(3.8667),tensor(6.9545)
1183,tensor(3.8684),tensor(6.9486)
1184,tensor(3.8740),tensor(6.9616)
1185,tensor(3.8735),tensor(6.9480)
1186,tensor(3.8929),tensor(6.9762)
1187,tensor(3.8734),tensor(6.9414)
1188,tensor(3.8739),tensor(6.9486)
1189,tensor(3.8694),tensor(6.9407)
1190,tensor(3.8736),tensor(6.9552)
1191,tensor(3.8413),tensor(6.9419)
1192,tensor(3.8758),tensor(6.9501)
1193,tensor(3.8805),tensor(6.9441)
1194,tensor(3.8776),tensor(6.9487)
1195,tensor(3.8500),tensor(6.9497)
1196,tensor(3.8593),tensor(6.9577)
1197,tensor(3.8775),tensor(6.9638)
1198,tensor(3.8834),tensor(6.9682)
1199,tensor(3.8685),tensor(6.9537)
1200,tensor(3.9482),tensor(7.0075)
1201,tensor(3.9154),tensor(6.9771)
1202,tensor(3.8942),tensor(6.9557)
1203,tensor(3.8705),tensor(6.9563)
1204,tensor(3.8849),tensor(6.9532)
1205,tensor(3.8831),tensor(6.9505)
1206,tensor(3.8961),tensor(6.9585)
1207,tensor(3.8748),tensor(6.9533)
1208,tensor(3.8871),tensor(6.9604)
1209,tensor(3.9024),tensor(6.9516)
1210,tensor(3.8976),tensor(6.9685)
1211,tensor(3.8823),tensor(6.9641)
1212,tensor(3.8764),tensor(6.9665)
1213,tensor(3.8713),tensor(6.9518)
1214,tensor(3.8918),tensor(6.9621)
1215,tensor(3.8906),tensor(6.9572)
1216,tensor(3.8817),tensor(6.9422)
1217,tensor(3.8751),tensor(6.9433)
1218,tensor(3.8688),tensor(6.9507)
1219,tensor(3.8725),tensor(6.9451)
1220,tensor(3.8816),tensor(6.9471)
1221,tensor(3.8697),tensor(6.9474)
1222,tensor(3.8787),tensor(6.9486)
1223,tensor(3.8787),tensor(6.9495)
1224,tensor(3.8714),tensor(6.9560)
1225,tensor(3.8979),tensor(6.9655)
1226,tensor(3.8850),tensor(6.9575)
1227,tensor(3.8812),tensor(6.9529)
1228,tensor(3.8777),tensor(6.9387)
1229,tensor(3.8657),tensor(6.9478)
1230,tensor(3.8772),tensor(6.9496)
1231,tensor(3.8669),tensor(6.9445)
1232,tensor(3.8717),tensor(6.9520)
1233,tensor(3.8908),tensor(6.9496)
1234,tensor(3.8778),tensor(6.9571)
1235,tensor(3.8933),tensor(6.9634)
1236,tensor(3.9005),tensor(6.9721)
1237,tensor(3.8671),tensor(6.9414)
1238,tensor(3.8618),tensor(6.9433)
1239,tensor(3.8903),tensor(6.9500)
1240,tensor(3.8898),tensor(6.9518)
1241,tensor(3.8792),tensor(6.9453)
1242,tensor(3.8693),tensor(6.9421)
1243,tensor(3.8782),tensor(6.9677)
1244,tensor(3.8897),tensor(6.9487)
1245,tensor(3.8890),tensor(6.9496)
1246,tensor(3.8612),tensor(6.9387)
1247,tensor(3.8622),tensor(6.9478)
1248,tensor(3.8827),tensor(6.9599)
1249,tensor(3.9236),tensor(6.9692)
1250,tensor(3.9226),tensor(6.9668)
1251,tensor(3.9156),tensor(6.9583)
1252,tensor(3.8853),tensor(6.9456)
1253,tensor(3.8868),tensor(6.9437)
1254,tensor(3.8718),tensor(6.9410)
1255,tensor(3.8766),tensor(6.9472)
1256,tensor(3.8777),tensor(6.9398)
1257,tensor(3.8770),tensor(6.9590)
1258,tensor(3.8485),tensor(6.9376)
1259,tensor(3.8774),tensor(6.9488)
1260,tensor(3.8666),tensor(6.9467)
1261,tensor(3.8555),tensor(6.9496)
1262,tensor(3.8921),tensor(6.9639)
1263,tensor(3.8788),tensor(6.9436)
1264,tensor(3.8984),tensor(6.9507)
1265,tensor(3.9052),tensor(6.9467)
1266,tensor(3.8787),tensor(6.9321)
1267,tensor(3.8812),tensor(6.9301)
1268,tensor(3.8944),tensor(6.9507)
1269,tensor(3.8744),tensor(6.9321)
1270,tensor(3.9046),tensor(6.9617)
1271,tensor(3.8681),tensor(6.9531)
1272,tensor(3.8851),tensor(6.9581)
1273,tensor(3.8770),tensor(6.9576)
1274,tensor(4.0113),tensor(6.9800)
1275,tensor(3.9744),tensor(7.0757)
1276,tensor(3.9842),tensor(7.0819)
1277,tensor(3.9880),tensor(7.0819)
1278,tensor(3.9849),tensor(7.0666)
1279,tensor(3.9799),tensor(7.0615)
1280,tensor(3.9583),tensor(7.0345)
1281,tensor(3.9474),tensor(7.0147)
1282,tensor(3.9215),tensor(7.0110)
1283,tensor(3.9255),tensor(6.9946)
1284,tensor(3.9129),tensor(6.9953)
1285,tensor(3.9147),tensor(6.9896)
1286,tensor(3.9173),tensor(6.9864)
1287,tensor(3.9101),tensor(7.0005)
1288,tensor(3.8948),tensor(6.9851)
1289,tensor(3.9015),tensor(6.9931)
1290,tensor(3.9013),tensor(6.9746)
1291,tensor(3.9165),tensor(7.0070)
1292,tensor(3.9117),tensor(6.9831)
1293,tensor(3.9188),tensor(6.9930)
1294,tensor(3.8940),tensor(6.9654)
1295,tensor(3.9052),tensor(6.9707)
1296,tensor(3.9003),tensor(6.9735)
1297,tensor(3.8891),tensor(6.9569)
1298,tensor(3.9081),tensor(6.9875)
1299,tensor(3.8905),tensor(6.9567)
1300,tensor(3.9104),tensor(6.9613)
1301,tensor(3.9194),tensor(6.9714)
1302,tensor(3.8994),tensor(6.9493)
1303,tensor(3.9056),tensor(6.9578)
1304,tensor(3.8963),tensor(6.9599)
1305,tensor(3.9068),tensor(6.9663)
1306,tensor(3.8963),tensor(6.9509)
1307,tensor(3.9077),tensor(6.9524)
1308,tensor(3.8963),tensor(6.9512)
1309,tensor(3.8822),tensor(6.9375)
1310,tensor(3.8866),tensor(6.9399)
1311,tensor(3.8969),tensor(6.9302)
1312,tensor(3.8793),tensor(6.9321)
1313,tensor(3.8945),tensor(6.9421)
1314,tensor(3.8866),tensor(6.9396)
1315,tensor(3.9057),tensor(6.9452)
1316,tensor(3.9024),tensor(6.9453)
