,train,test
63,tensor(4.0011),tensor(7.0318)
64,tensor(4.0129),tensor(7.0310)
65,tensor(4.0046),tensor(7.0301)
66,tensor(4.0317),tensor(7.0295)
67,tensor(4.0023),tensor(7.0286)
68,tensor(4.0020),tensor(7.0278)
69,tensor(4.0045),tensor(7.0267)
70,tensor(4.0212),tensor(7.0263)
71,tensor(4.0042),tensor(7.0254)
72,tensor(3.9957),tensor(7.0245)
73,tensor(3.9978),tensor(7.0234)
74,tensor(4.0152),tensor(7.0230)
75,tensor(4.0134),tensor(7.0226)
76,tensor(4.0005),tensor(7.0215)
77,tensor(4.0103),tensor(7.0207)
78,tensor(3.9849),tensor(7.0200)
79,tensor(3.9920),tensor(7.0186)
80,tensor(4.0105),tensor(7.0179)
81,tensor(3.9970),tensor(7.0170)
82,tensor(3.9923),tensor(7.0161)
83,tensor(4.0022),tensor(7.0155)
84,tensor(3.9828),tensor(7.0145)
85,tensor(4.0185),tensor(7.0142)
86,tensor(4.0042),tensor(7.0139)
87,tensor(3.9963),tensor(7.0136)
88,tensor(3.9925),tensor(7.0128)
89,tensor(3.9968),tensor(7.0124)
90,tensor(3.9887),tensor(7.0115)
91,tensor(4.0045),tensor(7.0110)
92,tensor(4.0011),tensor(7.0106)
93,tensor(3.9915),tensor(7.0100)
94,tensor(3.9987),tensor(7.0094)
95,tensor(4.0052),tensor(7.0092)
96,tensor(3.9780),tensor(7.0088)
97,tensor(3.9903),tensor(7.0081)
98,tensor(3.9967),tensor(7.0076)
99,tensor(3.9897),tensor(7.0072)
100,tensor(3.9891),tensor(7.0069)
101,tensor(3.9852),tensor(7.0062)
102,tensor(3.9820),tensor(7.0052)
103,tensor(4.0011),tensor(7.0045)
104,tensor(3.9985),tensor(7.0042)
105,tensor(3.9891),tensor(7.0040)
106,tensor(4.0064),tensor(7.0041)
107,tensor(3.9798),tensor(7.0035)
108,tensor(3.9892),tensor(7.0031)
109,tensor(3.9890),tensor(7.0026)
110,tensor(3.9766),tensor(7.0017)
111,tensor(3.9894),tensor(7.0014)
112,tensor(3.9936),tensor(7.0015)
113,tensor(3.9865),tensor(7.0011)
114,tensor(3.9900),tensor(7.0006)
115,tensor(3.9937),tensor(7.0003)
116,tensor(3.9785),tensor(6.9997)
117,tensor(3.9949),tensor(6.9993)
118,tensor(3.9741),tensor(6.9989)
119,tensor(3.9713),tensor(6.9984)
120,tensor(3.9779),tensor(6.9978)
121,tensor(3.9837),tensor(6.9974)
122,tensor(3.9976),tensor(6.9978)
123,tensor(3.9805),tensor(6.9976)
124,tensor(3.9778),tensor(6.9970)
125,tensor(3.9661),tensor(6.9961)
126,tensor(3.9887),tensor(6.9960)
127,tensor(3.9859),tensor(6.9955)
128,tensor(3.9686),tensor(6.9947)
129,tensor(3.9789),tensor(6.9941)
130,tensor(3.9801),tensor(6.9939)
131,tensor(3.9995),tensor(6.9939)
132,tensor(3.9532),tensor(6.9933)
133,tensor(3.9633),tensor(6.9925)
134,tensor(3.9757),tensor(6.9920)
135,tensor(3.9747),tensor(6.9915)
136,tensor(3.9626),tensor(6.9911)
137,tensor(3.9848),tensor(6.9909)
138,tensor(3.9726),tensor(6.9906)
139,tensor(3.9855),tensor(6.9908)
140,tensor(3.9837),tensor(6.9905)
141,tensor(3.9929),tensor(6.9906)
142,tensor(3.9644),tensor(6.9902)
143,tensor(3.9816),tensor(6.9899)
144,tensor(3.9905),tensor(6.9896)
145,tensor(3.9814),tensor(6.9894)
146,tensor(3.9651),tensor(6.9890)
147,tensor(3.9704),tensor(6.9888)
148,tensor(3.9595),tensor(6.9883)
149,tensor(3.9636),tensor(6.9876)
150,tensor(3.9610),tensor(6.9870)
151,tensor(3.9699),tensor(6.9867)
152,tensor(3.9802),tensor(6.9865)
153,tensor(3.9564),tensor(6.9860)
154,tensor(3.9734),tensor(6.9857)
155,tensor(3.9697),tensor(6.9852)
156,tensor(3.9842),tensor(6.9851)
157,tensor(3.9789),tensor(6.9850)
158,tensor(3.9871),tensor(6.9850)
159,tensor(3.9672),tensor(6.9847)
160,tensor(3.9663),tensor(6.9844)
161,tensor(3.9757),tensor(6.9842)
162,tensor(3.9617),tensor(6.9837)
163,tensor(3.9732),tensor(6.9834)
164,tensor(3.9529),tensor(6.9829)
165,tensor(3.9603),tensor(6.9824)
166,tensor(3.9543),tensor(6.9820)
167,tensor(3.9590),tensor(6.9815)
168,tensor(3.9569),tensor(6.9814)
169,tensor(3.9650),tensor(6.9813)
170,tensor(3.9649),tensor(6.9811)
171,tensor(3.9669),tensor(6.9810)
172,tensor(3.9502),tensor(6.9809)
173,tensor(3.9777),tensor(6.9809)
174,tensor(3.9793),tensor(6.9810)
175,tensor(3.9683),tensor(6.9810)
176,tensor(3.9748),tensor(6.9812)
177,tensor(3.9760),tensor(6.9813)
178,tensor(3.9768),tensor(6.9814)
179,tensor(3.9625),tensor(6.9812)
180,tensor(3.9835),tensor(6.9816)
181,tensor(3.9618),tensor(6.9815)
182,tensor(3.9715),tensor(6.9814)
183,tensor(3.9583),tensor(6.9813)
184,tensor(3.9817),tensor(6.9814)
185,tensor(3.9515),tensor(6.9809)
186,tensor(3.9716),tensor(6.9805)
187,tensor(3.9692),tensor(6.9806)
188,tensor(3.9716),tensor(6.9805)
189,tensor(3.9776),tensor(6.9807)
190,tensor(3.9500),tensor(6.9803)
191,tensor(3.9623),tensor(6.9802)
192,tensor(3.9635),tensor(6.9799)
193,tensor(3.9596),tensor(6.9796)
194,tensor(3.9586),tensor(6.9793)
195,tensor(3.9463),tensor(6.9788)
196,tensor(3.9623),tensor(6.9785)
197,tensor(3.9621),tensor(6.9783)
198,tensor(3.9566),tensor(6.9782)
199,tensor(3.9775),tensor(6.9786)
200,tensor(3.9612),tensor(6.9784)
201,tensor(3.9610),tensor(6.9782)
202,tensor(3.9585),tensor(6.9781)
203,tensor(3.9604),tensor(6.9780)
204,tensor(3.9490),tensor(6.9777)
205,tensor(3.9664),tensor(6.9777)
206,tensor(3.9709),tensor(6.9778)
207,tensor(3.9570),tensor(6.9773)
208,tensor(3.9608),tensor(6.9774)
209,tensor(3.9476),tensor(6.9770)
210,tensor(3.9576),tensor(6.9769)
211,tensor(3.9692),tensor(6.9767)
212,tensor(3.9587),tensor(6.9766)
213,tensor(3.9674),tensor(6.9765)
214,tensor(3.9535),tensor(6.9764)
215,tensor(3.9551),tensor(6.9762)
216,tensor(3.9712),tensor(6.9764)
217,tensor(3.9646),tensor(6.9764)
218,tensor(3.9773),tensor(6.9769)
219,tensor(3.9854),tensor(6.9773)
220,tensor(3.9648),tensor(6.9774)
221,tensor(3.9504),tensor(6.9771)
222,tensor(3.9680),tensor(6.9771)
223,tensor(3.9564),tensor(6.9771)
224,tensor(3.9473),tensor(6.9769)
225,tensor(3.9622),tensor(6.9768)
226,tensor(3.9574),tensor(6.9767)
227,tensor(3.9689),tensor(6.9766)
228,tensor(3.9478),tensor(6.9764)
229,tensor(3.9514),tensor(6.9761)
230,tensor(3.9527),tensor(6.9760)
231,tensor(3.9526),tensor(6.9758)
232,tensor(3.9395),tensor(6.9755)
233,tensor(3.9719),tensor(6.9753)
234,tensor(3.9503),tensor(6.9753)
235,tensor(3.9549),tensor(6.9750)
236,tensor(3.9380),tensor(6.9747)
237,tensor(3.9598),tensor(6.9745)
238,tensor(3.9533),tensor(6.9743)
239,tensor(3.9511),tensor(6.9742)
240,tensor(3.9518),tensor(6.9742)
241,tensor(3.9466),tensor(6.9742)
242,tensor(3.9628),tensor(6.9745)
243,tensor(3.9372),tensor(6.9745)
244,tensor(3.9659),tensor(6.9747)
245,tensor(3.9467),tensor(6.9746)
246,tensor(3.9669),tensor(6.9748)
247,tensor(3.9614),tensor(6.9751)
248,tensor(3.9554),tensor(6.9750)
249,tensor(3.9629),tensor(6.9753)
250,tensor(3.9632),tensor(6.9752)
251,tensor(3.9583),tensor(6.9753)
252,tensor(3.9649),tensor(6.9755)
253,tensor(3.9704),tensor(6.9758)
254,tensor(3.9481),tensor(6.9762)
255,tensor(3.9552),tensor(6.9758)
256,tensor(3.9484),tensor(6.9757)
257,tensor(3.9636),tensor(6.9756)
258,tensor(3.9496),tensor(6.9758)
259,tensor(3.9397),tensor(6.9755)
260,tensor(3.9584),tensor(6.9755)
261,tensor(3.9439),tensor(6.9752)
262,tensor(3.9520),tensor(6.9749)
263,tensor(3.9542),tensor(6.9748)
264,tensor(3.9504),tensor(6.9748)
265,tensor(3.9659),tensor(6.9748)
266,tensor(3.9569),tensor(6.9747)
267,tensor(3.9538),tensor(6.9749)
268,tensor(3.9585),tensor(6.9752)
269,tensor(3.9522),tensor(6.9750)
270,tensor(3.9543),tensor(6.9747)
271,tensor(3.9549),tensor(6.9745)
272,tensor(3.9449),tensor(6.9744)
273,tensor(3.9576),tensor(6.9746)
274,tensor(3.9477),tensor(6.9745)
275,tensor(3.9460),tensor(6.9747)
276,tensor(3.9388),tensor(6.9743)
277,tensor(3.9585),tensor(6.9742)
278,tensor(3.9326),tensor(6.9741)
279,tensor(3.9295),tensor(6.9735)
280,tensor(3.9385),tensor(6.9730)
281,tensor(3.9501),tensor(6.9731)
282,tensor(3.9468),tensor(6.9729)
283,tensor(3.9592),tensor(6.9731)
284,tensor(3.9512),tensor(6.9732)
285,tensor(3.9458),tensor(6.9732)
286,tensor(3.9376),tensor(6.9729)
287,tensor(3.9451),tensor(6.9727)
288,tensor(3.9640),tensor(6.9726)
289,tensor(3.9432),tensor(6.9726)
290,tensor(3.9550),tensor(6.9728)
291,tensor(3.9428),tensor(6.9727)
292,tensor(3.9521),tensor(6.9728)
293,tensor(3.9569),tensor(6.9729)
294,tensor(3.9464),tensor(6.9731)
295,tensor(3.9499),tensor(6.9730)
296,tensor(3.9530),tensor(6.9731)
297,tensor(3.9449),tensor(6.9729)
298,tensor(3.9513),tensor(6.9729)
299,tensor(3.9496),tensor(6.9727)
300,tensor(3.9495),tensor(6.9726)
301,tensor(3.9367),tensor(6.9725)
302,tensor(3.9385),tensor(6.9721)
303,tensor(3.9419),tensor(6.9719)
304,tensor(3.9448),tensor(6.9717)
305,tensor(3.9440),tensor(6.9715)
306,tensor(3.9519),tensor(6.9716)
307,tensor(3.9543),tensor(6.9717)
308,tensor(3.9578),tensor(6.9720)
309,tensor(3.9387),tensor(6.9722)
310,tensor(3.9449),tensor(6.9722)
311,tensor(3.9404),tensor(6.9720)
312,tensor(3.9385),tensor(6.9719)
313,tensor(3.9616),tensor(6.9721)
314,tensor(3.9478),tensor(6.9722)
315,tensor(3.9556),tensor(6.9726)
316,tensor(3.9287),tensor(6.9725)
317,tensor(3.9393),tensor(6.9722)
318,tensor(3.9279),tensor(6.9719)
319,tensor(3.9385),tensor(6.9716)
320,tensor(3.9276),tensor(6.9710)
321,tensor(3.9569),tensor(6.9710)
322,tensor(3.9399),tensor(6.9710)
323,tensor(3.9540),tensor(6.9712)
324,tensor(3.9536),tensor(6.9713)
325,tensor(3.9484),tensor(6.9713)
326,tensor(3.9593),tensor(6.9714)
327,tensor(3.9498),tensor(6.9715)
328,tensor(3.9396),tensor(6.9712)
329,tensor(3.9476),tensor(6.9713)
330,tensor(3.9311),tensor(6.9712)
331,tensor(3.9556),tensor(6.9711)
332,tensor(3.9454),tensor(6.9712)
333,tensor(3.9386),tensor(6.9712)
334,tensor(3.9440),tensor(6.9710)
335,tensor(3.9538),tensor(6.9710)
336,tensor(3.9568),tensor(6.9712)
337,tensor(3.9567),tensor(6.9713)
338,tensor(3.9365),tensor(6.9714)
339,tensor(3.9635),tensor(6.9719)
340,tensor(3.9506),tensor(6.9722)
341,tensor(3.9284),tensor(6.9721)
342,tensor(3.9395),tensor(6.9719)
343,tensor(3.9310),tensor(6.9713)
344,tensor(3.9460),tensor(6.9712)
345,tensor(3.9286),tensor(6.9710)
346,tensor(3.9388),tensor(6.9708)
347,tensor(3.9216),tensor(6.9703)
348,tensor(3.9361),tensor(6.9702)
349,tensor(3.9363),tensor(6.9701)
350,tensor(3.9228),tensor(6.9699)
351,tensor(3.9379),tensor(6.9694)
352,tensor(3.9443),tensor(6.9694)
353,tensor(3.9404),tensor(6.9696)
354,tensor(3.9573),tensor(6.9698)
355,tensor(3.9404),tensor(6.9698)
356,tensor(3.9313),tensor(6.9697)
357,tensor(3.9304),tensor(6.9694)
358,tensor(3.9278),tensor(6.9691)
359,tensor(3.9402),tensor(6.9690)
360,tensor(3.9419),tensor(6.9692)
361,tensor(3.9380),tensor(6.9690)
362,tensor(3.9327),tensor(6.9691)
363,tensor(3.9549),tensor(6.9694)
364,tensor(3.9395),tensor(6.9694)
365,tensor(3.9363),tensor(6.9694)
366,tensor(3.9355),tensor(6.9693)
367,tensor(3.9542),tensor(6.9698)
368,tensor(3.9456),tensor(6.9699)
369,tensor(3.9307),tensor(6.9698)
370,tensor(3.9409),tensor(6.9698)
371,tensor(3.9418),tensor(6.9698)
372,tensor(3.9466),tensor(6.9698)
373,tensor(3.9326),tensor(6.9698)
374,tensor(3.9326),tensor(6.9694)
375,tensor(3.9515),tensor(6.9696)
376,tensor(3.9393),tensor(6.9697)
377,tensor(3.9501),tensor(6.9700)
378,tensor(3.9351),tensor(6.9699)
379,tensor(3.9360),tensor(6.9700)
380,tensor(3.9534),tensor(6.9703)
381,tensor(3.9422),tensor(6.9705)
382,tensor(3.9226),tensor(6.9701)
383,tensor(3.9263),tensor(6.9700)
384,tensor(3.9450),tensor(6.9700)
385,tensor(3.9350),tensor(6.9701)
386,tensor(3.9404),tensor(6.9701)
387,tensor(3.9221),tensor(6.9696)
388,tensor(3.9449),tensor(6.9697)
389,tensor(3.9492),tensor(6.9701)
390,tensor(3.9425),tensor(6.9704)
391,tensor(3.9481),tensor(6.9707)
392,tensor(3.9450),tensor(6.9709)
393,tensor(3.9462),tensor(6.9709)
394,tensor(3.9376),tensor(6.9708)
395,tensor(3.9338),tensor(6.9706)
396,tensor(3.9394),tensor(6.9704)
397,tensor(3.9276),tensor(6.9701)
398,tensor(3.9408),tensor(6.9700)
399,tensor(3.9385),tensor(6.9701)
400,tensor(3.9257),tensor(6.9698)
401,tensor(3.9273),tensor(6.9694)
402,tensor(3.9359),tensor(6.9692)
403,tensor(3.9476),tensor(6.9695)
404,tensor(3.9256),tensor(6.9696)
405,tensor(3.9345),tensor(6.9695)
406,tensor(3.9329),tensor(6.9695)
407,tensor(3.9386),tensor(6.9695)
408,tensor(3.9353),tensor(6.9692)
409,tensor(3.9529),tensor(6.9693)
410,tensor(3.9435),tensor(6.9696)
411,tensor(3.9316),tensor(6.9695)
412,tensor(3.9314),tensor(6.9695)
413,tensor(3.9313),tensor(6.9693)
414,tensor(3.9346),tensor(6.9693)
415,tensor(3.9514),tensor(6.9697)
416,tensor(3.9343),tensor(6.9698)
417,tensor(3.9463),tensor(6.9696)
418,tensor(3.9335),tensor(6.9695)
419,tensor(3.9309),tensor(6.9693)
420,tensor(3.9514),tensor(6.9693)
421,tensor(3.9331),tensor(6.9694)
422,tensor(3.9298),tensor(6.9694)
423,tensor(3.9384),tensor(6.9693)
424,tensor(3.9503),tensor(6.9694)
425,tensor(3.9422),tensor(6.9694)
426,tensor(3.9527),tensor(6.9698)
427,tensor(3.9282),tensor(6.9695)
428,tensor(3.9346),tensor(6.9696)
429,tensor(3.9345),tensor(6.9697)
430,tensor(3.9333),tensor(6.9694)
431,tensor(3.9495),tensor(6.9693)
432,tensor(3.9480),tensor(6.9697)
433,tensor(3.9523),tensor(6.9700)
434,tensor(3.9322),tensor(6.9697)
435,tensor(3.9380),tensor(6.9696)
436,tensor(3.9258),tensor(6.9693)
437,tensor(3.9419),tensor(6.9693)
438,tensor(3.9344),tensor(6.9692)
439,tensor(3.9370),tensor(6.9693)
440,tensor(3.9552),tensor(6.9697)
441,tensor(3.9345),tensor(6.9699)
442,tensor(3.9349),tensor(6.9698)
443,tensor(3.9302),tensor(6.9695)
444,tensor(3.9312),tensor(6.9694)
445,tensor(3.9350),tensor(6.9693)
446,tensor(3.9579),tensor(6.9699)
447,tensor(3.9189),tensor(6.9700)
448,tensor(3.9498),tensor(6.9700)
449,tensor(3.9320),tensor(6.9699)
450,tensor(3.9294),tensor(6.9698)
451,tensor(3.9295),tensor(6.9696)
452,tensor(3.9343),tensor(6.9695)
453,tensor(3.9366),tensor(6.9694)
454,tensor(3.9440),tensor(6.9696)
455,tensor(3.9526),tensor(6.9698)
456,tensor(3.9375),tensor(6.9700)
457,tensor(3.9357),tensor(6.9701)
458,tensor(3.9450),tensor(6.9702)
459,tensor(3.9446),tensor(6.9703)
460,tensor(3.9213),tensor(6.9701)
461,tensor(3.9288),tensor(6.9700)
462,tensor(3.9292),tensor(6.9698)
463,tensor(3.9476),tensor(6.9700)
464,tensor(3.9191),tensor(6.9699)
465,tensor(3.9423),tensor(6.9700)
466,tensor(3.9304),tensor(6.9697)
467,tensor(3.9230),tensor(6.9695)
468,tensor(3.9407),tensor(6.9695)
469,tensor(3.9312),tensor(6.9697)
470,tensor(3.9164),tensor(6.9693)
471,tensor(3.9199),tensor(6.9688)
472,tensor(3.9282),tensor(6.9686)
473,tensor(3.9370),tensor(6.9689)
474,tensor(3.9258),tensor(6.9688)
475,tensor(3.9474),tensor(6.9690)
476,tensor(3.9332),tensor(6.9690)
477,tensor(3.9199),tensor(6.9688)
478,tensor(3.9321),tensor(6.9686)
479,tensor(3.9253),tensor(6.9683)
480,tensor(3.9367),tensor(6.9682)
481,tensor(3.9311),tensor(6.9682)
482,tensor(3.9261),tensor(6.9680)
483,tensor(3.9384),tensor(6.9682)
484,tensor(3.9167),tensor(6.9682)
485,tensor(3.9484),tensor(6.9682)
486,tensor(3.9362),tensor(6.9685)
487,tensor(3.9322),tensor(6.9684)
488,tensor(3.9303),tensor(6.9686)
489,tensor(3.9390),tensor(6.9686)
490,tensor(3.9396),tensor(6.9689)
491,tensor(3.9260),tensor(6.9686)
492,tensor(3.9173),tensor(6.9684)
493,tensor(3.9359),tensor(6.9685)
494,tensor(3.9394),tensor(6.9687)
495,tensor(3.9221),tensor(6.9686)
496,tensor(3.9429),tensor(6.9689)
497,tensor(3.9267),tensor(6.9688)
498,tensor(3.9536),tensor(6.9690)
499,tensor(3.9324),tensor(6.9689)
500,tensor(3.9251),tensor(6.9686)
501,tensor(3.9402),tensor(6.9686)
502,tensor(3.9265),tensor(6.9686)
503,tensor(3.9214),tensor(6.9685)
504,tensor(3.9171),tensor(6.9682)
505,tensor(3.9136),tensor(6.9680)
506,tensor(3.9290),tensor(6.9677)
507,tensor(3.9413),tensor(6.9677)
508,tensor(3.9313),tensor(6.9677)
509,tensor(3.9229),tensor(6.9677)
510,tensor(3.9333),tensor(6.9678)
511,tensor(3.9282),tensor(6.9677)
512,tensor(3.9473),tensor(6.9681)
513,tensor(3.9194),tensor(6.9683)
514,tensor(3.9250),tensor(6.9681)
515,tensor(3.9308),tensor(6.9681)
516,tensor(3.9323),tensor(6.9680)
517,tensor(3.9305),tensor(6.9679)
518,tensor(3.9319),tensor(6.9678)
519,tensor(3.9228),tensor(6.9675)
520,tensor(3.9424),tensor(6.9675)
521,tensor(3.9330),tensor(6.9677)
522,tensor(3.9212),tensor(6.9677)
523,tensor(3.9127),tensor(6.9673)
524,tensor(3.9476),tensor(6.9677)
525,tensor(3.9525),tensor(6.9680)
526,tensor(3.9471),tensor(6.9685)
527,tensor(3.9436),tensor(6.9687)
528,tensor(3.9432),tensor(6.9689)
529,tensor(3.9433),tensor(6.9691)
530,tensor(3.9198),tensor(6.9688)
531,tensor(3.9412),tensor(6.9687)
532,tensor(3.9249),tensor(6.9689)
533,tensor(3.9270),tensor(6.9687)
534,tensor(3.9146),tensor(6.9684)
535,tensor(3.9339),tensor(6.9683)
536,tensor(3.9233),tensor(6.9680)
537,tensor(3.9256),tensor(6.9679)
538,tensor(3.9333),tensor(6.9679)
539,tensor(3.9146),tensor(6.9679)
540,tensor(3.9272),tensor(6.9676)
541,tensor(3.9433),tensor(6.9675)
542,tensor(3.9266),tensor(6.9676)
543,tensor(3.9336),tensor(6.9675)
544,tensor(3.9355),tensor(6.9678)
545,tensor(3.9267),tensor(6.9677)
546,tensor(3.9254),tensor(6.9677)
547,tensor(3.9212),tensor(6.9674)
548,tensor(3.9242),tensor(6.9672)
549,tensor(3.9528),tensor(6.9675)
550,tensor(3.9058),tensor(6.9674)
551,tensor(3.9380),tensor(6.9675)
552,tensor(3.9387),tensor(6.9678)
553,tensor(3.9225),tensor(6.9675)
554,tensor(3.9404),tensor(6.9675)
555,tensor(3.9407),tensor(6.9679)
556,tensor(3.9311),tensor(6.9679)
557,tensor(3.9465),tensor(6.9679)
558,tensor(3.9344),tensor(6.9681)
559,tensor(3.9191),tensor(6.9678)
560,tensor(3.9393),tensor(6.9677)
561,tensor(3.9391),tensor(6.9679)
562,tensor(3.9280),tensor(6.9678)
563,tensor(3.9338),tensor(6.9678)
564,tensor(3.9473),tensor(6.9680)
565,tensor(3.9257),tensor(6.9681)
566,tensor(3.9338),tensor(6.9682)
567,tensor(3.9164),tensor(6.9680)
568,tensor(3.9266),tensor(6.9680)
569,tensor(3.9278),tensor(6.9678)
570,tensor(3.9184),tensor(6.9674)
571,tensor(3.9258),tensor(6.9671)
572,tensor(3.9309),tensor(6.9672)
573,tensor(3.9323),tensor(6.9674)
574,tensor(3.9207),tensor(6.9672)
575,tensor(3.9408),tensor(6.9674)
576,tensor(3.9323),tensor(6.9675)
577,tensor(3.9247),tensor(6.9675)
578,tensor(3.9402),tensor(6.9676)
579,tensor(3.9099),tensor(6.9675)
580,tensor(3.9221),tensor(6.9672)
581,tensor(3.9324),tensor(6.9673)
582,tensor(3.9262),tensor(6.9674)
583,tensor(3.9254),tensor(6.9673)
584,tensor(3.9293),tensor(6.9674)
585,tensor(3.9286),tensor(6.9676)
586,tensor(3.9319),tensor(6.9676)
587,tensor(3.9286),tensor(6.9678)
588,tensor(3.9194),tensor(6.9676)
589,tensor(3.9348),tensor(6.9675)
590,tensor(3.9213),tensor(6.9675)
591,tensor(3.9397),tensor(6.9676)
592,tensor(3.9311),tensor(6.9676)
593,tensor(3.9261),tensor(6.9678)
594,tensor(3.9323),tensor(6.9678)
595,tensor(3.9265),tensor(6.9680)
596,tensor(3.9319),tensor(6.9680)
597,tensor(3.9107),tensor(6.9678)
598,tensor(3.9306),tensor(6.9676)
599,tensor(3.9428),tensor(6.9679)
600,tensor(3.9144),tensor(6.9678)
601,tensor(3.9247),tensor(6.9678)
602,tensor(3.9246),tensor(6.9677)
603,tensor(3.9200),tensor(6.9675)
604,tensor(3.9330),tensor(6.9677)
605,tensor(3.9325),tensor(6.9679)
606,tensor(3.9324),tensor(6.9680)
607,tensor(3.9189),tensor(6.9680)
608,tensor(3.9286),tensor(6.9677)
609,tensor(3.9227),tensor(6.9678)
610,tensor(3.9171),tensor(6.9676)
611,tensor(3.9260),tensor(6.9675)
612,tensor(3.9121),tensor(6.9673)
613,tensor(3.9210),tensor(6.9671)
614,tensor(3.9366),tensor(6.9673)
615,tensor(3.9350),tensor(6.9674)
616,tensor(3.9175),tensor(6.9675)
617,tensor(3.9326),tensor(6.9675)
618,tensor(3.9288),tensor(6.9677)
619,tensor(3.9265),tensor(6.9677)
620,tensor(3.9252),tensor(6.9676)
621,tensor(3.9146),tensor(6.9673)
622,tensor(3.9296),tensor(6.9677)
623,tensor(3.9269),tensor(6.9677)
624,tensor(3.9166),tensor(6.9674)
625,tensor(3.9229),tensor(6.9674)
626,tensor(3.9154),tensor(6.9671)
627,tensor(3.9272),tensor(6.9672)
628,tensor(3.9280),tensor(6.9673)
629,tensor(3.9335),tensor(6.9678)
630,tensor(3.9156),tensor(6.9679)
631,tensor(3.9204),tensor(6.9675)
632,tensor(3.9230),tensor(6.9676)
633,tensor(3.9066),tensor(6.9673)
634,tensor(3.9290),tensor(6.9671)
635,tensor(3.9246),tensor(6.9672)
636,tensor(3.9187),tensor(6.9673)
637,tensor(3.9329),tensor(6.9673)
638,tensor(3.9237),tensor(6.9675)
639,tensor(3.9116),tensor(6.9675)
640,tensor(3.9340),tensor(6.9675)
641,tensor(3.9348),tensor(6.9678)
642,tensor(3.9305),tensor(6.9679)
643,tensor(3.9056),tensor(6.9678)
644,tensor(3.9294),tensor(6.9680)
645,tensor(3.9185),tensor(6.9679)
646,tensor(3.9089),tensor(6.9675)
647,tensor(3.9080),tensor(6.9670)
648,tensor(3.9322),tensor(6.9668)
649,tensor(3.9202),tensor(6.9671)
650,tensor(3.9292),tensor(6.9672)
651,tensor(3.9211),tensor(6.9674)
652,tensor(3.9138),tensor(6.9673)
653,tensor(3.9139),tensor(6.9672)
654,tensor(3.9305),tensor(6.9670)
655,tensor(3.9316),tensor(6.9670)
656,tensor(3.9296),tensor(6.9672)
657,tensor(3.9186),tensor(6.9673)
658,tensor(3.9305),tensor(6.9673)
659,tensor(3.9239),tensor(6.9673)
660,tensor(3.9201),tensor(6.9671)
661,tensor(3.9261),tensor(6.9673)
662,tensor(3.9292),tensor(6.9674)
663,tensor(3.9149),tensor(6.9673)
664,tensor(3.9285),tensor(6.9674)
665,tensor(3.9066),tensor(6.9672)
