,train,test
666,tensor(3.9176),tensor(6.9668)
667,tensor(3.9159),tensor(6.9669)
668,tensor(3.9222),tensor(6.9666)
669,tensor(3.9267),tensor(6.9667)
670,tensor(3.9275),tensor(6.9669)
671,tensor(3.9255),tensor(6.9668)
672,tensor(3.9282),tensor(6.9671)
673,tensor(3.9279),tensor(6.9673)
674,tensor(3.9299),tensor(6.9673)
675,tensor(3.9229),tensor(6.9675)
676,tensor(3.9159),tensor(6.9673)
677,tensor(3.9416),tensor(6.9675)
678,tensor(3.9326),tensor(6.9677)
679,tensor(3.9221),tensor(6.9677)
680,tensor(3.9184),tensor(6.9676)
681,tensor(3.9200),tensor(6.9675)
682,tensor(3.9108),tensor(6.9675)
683,tensor(3.9260),tensor(6.9673)
684,tensor(3.9273),tensor(6.9672)
685,tensor(3.9256),tensor(6.9673)
686,tensor(3.9201),tensor(6.9672)
687,tensor(3.9202),tensor(6.9673)
688,tensor(3.9145),tensor(6.9673)
689,tensor(3.9232),tensor(6.9673)
690,tensor(3.9274),tensor(6.9672)
691,tensor(3.9193),tensor(6.9670)
692,tensor(3.9362),tensor(6.9673)
693,tensor(3.9234),tensor(6.9676)
694,tensor(3.9157),tensor(6.9675)
695,tensor(3.9153),tensor(6.9671)
696,tensor(3.9185),tensor(6.9670)
697,tensor(3.9283),tensor(6.9671)
698,tensor(3.9225),tensor(6.9671)
699,tensor(3.9155),tensor(6.9672)
700,tensor(3.9172),tensor(6.9671)
701,tensor(3.9316),tensor(6.9673)
702,tensor(3.9243),tensor(6.9674)
703,tensor(3.9161),tensor(6.9671)
704,tensor(3.9139),tensor(6.9669)
705,tensor(3.9151),tensor(6.9666)
706,tensor(3.9200),tensor(6.9666)
707,tensor(3.9230),tensor(6.9665)
708,tensor(3.9032),tensor(6.9662)
709,tensor(3.9282),tensor(6.9661)
710,tensor(3.9208),tensor(6.9663)
711,tensor(3.9120),tensor(6.9660)
712,tensor(3.9120),tensor(6.9659)
713,tensor(3.9266),tensor(6.9661)
714,tensor(3.9125),tensor(6.9661)
715,tensor(3.9277),tensor(6.9661)
716,tensor(3.9157),tensor(6.9662)
717,tensor(3.9315),tensor(6.9665)
718,tensor(3.9340),tensor(6.9669)
719,tensor(3.9278),tensor(6.9673)
720,tensor(3.9073),tensor(6.9673)
721,tensor(3.9263),tensor(6.9670)
722,tensor(3.9207),tensor(6.9667)
723,tensor(3.9232),tensor(6.9669)
724,tensor(3.9164),tensor(6.9670)
725,tensor(3.9233),tensor(6.9669)
726,tensor(3.9294),tensor(6.9668)
727,tensor(3.9202),tensor(6.9669)
728,tensor(3.9156),tensor(6.9668)
729,tensor(3.9100),tensor(6.9666)
730,tensor(3.9128),tensor(6.9662)
731,tensor(3.9116),tensor(6.9659)
732,tensor(3.9197),tensor(6.9661)
733,tensor(3.9120),tensor(6.9660)
734,tensor(3.9214),tensor(6.9658)
735,tensor(3.9002),tensor(6.9656)
736,tensor(3.9187),tensor(6.9656)
737,tensor(3.9262),tensor(6.9659)
738,tensor(3.9213),tensor(6.9660)
739,tensor(3.9026),tensor(6.9658)
740,tensor(3.9195),tensor(6.9659)
741,tensor(3.9115),tensor(6.9657)
742,tensor(3.9106),tensor(6.9657)
743,tensor(3.9311),tensor(6.9659)
744,tensor(3.9001),tensor(6.9657)
745,tensor(3.9220),tensor(6.9656)
746,tensor(3.9114),tensor(6.9656)
747,tensor(3.9174),tensor(6.9654)
748,tensor(3.9119),tensor(6.9653)
749,tensor(3.9131),tensor(6.9652)
750,tensor(3.9134),tensor(6.9651)
751,tensor(3.9112),tensor(6.9652)
752,tensor(3.9095),tensor(6.9651)
753,tensor(3.9252),tensor(6.9652)
754,tensor(3.9276),tensor(6.9655)
755,tensor(3.9153),tensor(6.9655)
756,tensor(3.9187),tensor(6.9655)
757,tensor(3.9239),tensor(6.9656)
758,tensor(3.9264),tensor(6.9659)
759,tensor(3.9452),tensor(6.9666)
760,tensor(3.9193),tensor(6.9668)
761,tensor(3.9206),tensor(6.9667)
762,tensor(3.9160),tensor(6.9666)
763,tensor(3.9246),tensor(6.9667)
764,tensor(3.9181),tensor(6.9667)
765,tensor(3.9296),tensor(6.9669)
766,tensor(3.9081),tensor(6.9667)
767,tensor(3.9178),tensor(6.9666)
768,tensor(3.9164),tensor(6.9666)
769,tensor(3.9333),tensor(6.9669)
770,tensor(3.9114),tensor(6.9670)
771,tensor(3.9253),tensor(6.9672)
772,tensor(3.9094),tensor(6.9671)
773,tensor(3.9024),tensor(6.9667)
774,tensor(3.9269),tensor(6.9667)
775,tensor(3.9183),tensor(6.9667)
776,tensor(3.9151),tensor(6.9669)
777,tensor(3.9169),tensor(6.9669)
778,tensor(3.9188),tensor(6.9668)
779,tensor(3.9076),tensor(6.9664)
780,tensor(3.9258),tensor(6.9662)
781,tensor(3.9208),tensor(6.9664)
782,tensor(3.8965),tensor(6.9661)
783,tensor(3.9206),tensor(6.9662)
784,tensor(3.9335),tensor(6.9662)
785,tensor(3.9038),tensor(6.9663)
786,tensor(3.9277),tensor(6.9664)
787,tensor(3.9062),tensor(6.9663)
788,tensor(3.9133),tensor(6.9662)
789,tensor(3.9147),tensor(6.9661)
790,tensor(3.9220),tensor(6.9663)
791,tensor(3.9309),tensor(6.9664)
792,tensor(3.9216),tensor(6.9665)
793,tensor(3.9250),tensor(6.9666)
794,tensor(3.9139),tensor(6.9666)
795,tensor(3.9163),tensor(6.9664)
796,tensor(3.9022),tensor(6.9660)
797,tensor(3.9238),tensor(6.9660)
798,tensor(3.9287),tensor(6.9660)
799,tensor(3.9228),tensor(6.9659)
800,tensor(3.9150),tensor(6.9658)
801,tensor(3.9238),tensor(6.9659)
802,tensor(3.9139),tensor(6.9658)
803,tensor(3.9324),tensor(6.9659)
804,tensor(3.9095),tensor(6.9658)
805,tensor(3.9212),tensor(6.9656)
806,tensor(3.9262),tensor(6.9656)
807,tensor(3.9221),tensor(6.9658)
808,tensor(3.9188),tensor(6.9658)
809,tensor(3.9114),tensor(6.9657)
810,tensor(3.9156),tensor(6.9657)
811,tensor(3.9145),tensor(6.9656)
812,tensor(3.9137),tensor(6.9657)
813,tensor(3.9132),tensor(6.9655)
814,tensor(3.9207),tensor(6.9654)
815,tensor(3.9204),tensor(6.9656)
816,tensor(3.9186),tensor(6.9654)
817,tensor(3.9208),tensor(6.9655)
818,tensor(3.9297),tensor(6.9657)
819,tensor(3.9254),tensor(6.9658)
820,tensor(3.9132),tensor(6.9657)
821,tensor(3.9256),tensor(6.9657)
822,tensor(3.9148),tensor(6.9659)
823,tensor(3.9074),tensor(6.9657)
824,tensor(3.9165),tensor(6.9655)
825,tensor(3.9164),tensor(6.9655)
826,tensor(3.9095),tensor(6.9656)
827,tensor(3.9158),tensor(6.9653)
828,tensor(3.9346),tensor(6.9656)
829,tensor(3.9155),tensor(6.9658)
830,tensor(3.9202),tensor(6.9659)
831,tensor(3.9297),tensor(6.9661)
832,tensor(3.8988),tensor(6.9659)
833,tensor(3.9124),tensor(6.9656)
834,tensor(3.9108),tensor(6.9653)
835,tensor(3.9048),tensor(6.9653)
836,tensor(3.9284),tensor(6.9654)
837,tensor(3.9371),tensor(6.9659)
838,tensor(3.9204),tensor(6.9661)
839,tensor(3.9269),tensor(6.9663)
840,tensor(3.9314),tensor(6.9667)
841,tensor(3.9178),tensor(6.9666)
842,tensor(3.9213),tensor(6.9666)
843,tensor(3.8977),tensor(6.9664)
844,tensor(3.9132),tensor(6.9661)
845,tensor(3.9145),tensor(6.9660)
846,tensor(3.9179),tensor(6.9661)
847,tensor(3.9099),tensor(6.9659)
848,tensor(3.9287),tensor(6.9658)
849,tensor(3.9133),tensor(6.9658)
850,tensor(3.9171),tensor(6.9657)
851,tensor(3.9300),tensor(6.9661)
852,tensor(3.9245),tensor(6.9663)
853,tensor(3.9156),tensor(6.9664)
854,tensor(3.9128),tensor(6.9663)
855,tensor(3.9023),tensor(6.9659)
856,tensor(3.9114),tensor(6.9657)
857,tensor(3.9133),tensor(6.9655)
858,tensor(3.9120),tensor(6.9652)
859,tensor(3.9078),tensor(6.9652)
860,tensor(3.9134),tensor(6.9651)
861,tensor(3.9042),tensor(6.9651)
862,tensor(3.9239),tensor(6.9651)
863,tensor(3.9299),tensor(6.9655)
864,tensor(3.9093),tensor(6.9657)
865,tensor(3.9112),tensor(6.9657)
866,tensor(3.9171),tensor(6.9656)
867,tensor(3.9220),tensor(6.9658)
868,tensor(3.9091),tensor(6.9658)
869,tensor(3.9309),tensor(6.9659)
870,tensor(3.9141),tensor(6.9658)
871,tensor(3.9209),tensor(6.9657)
872,tensor(3.9191),tensor(6.9659)
873,tensor(3.9172),tensor(6.9659)
874,tensor(3.9182),tensor(6.9658)
875,tensor(3.9133),tensor(6.9658)
876,tensor(3.9170),tensor(6.9658)
877,tensor(3.9092),tensor(6.9656)
878,tensor(3.9196),tensor(6.9657)
879,tensor(3.9137),tensor(6.9657)
880,tensor(3.9115),tensor(6.9655)
881,tensor(3.8966),tensor(6.9652)
882,tensor(3.9081),tensor(6.9648)
883,tensor(3.9050),tensor(6.9648)
884,tensor(3.9279),tensor(6.9650)
885,tensor(3.9036),tensor(6.9650)
886,tensor(3.9172),tensor(6.9651)
887,tensor(3.9094),tensor(6.9650)
888,tensor(3.9148),tensor(6.9651)
889,tensor(3.9126),tensor(6.9649)
890,tensor(3.9177),tensor(6.9648)
891,tensor(3.9132),tensor(6.9647)
892,tensor(3.9072),tensor(6.9645)
893,tensor(3.9159),tensor(6.9646)
894,tensor(3.9118),tensor(6.9646)
895,tensor(3.9084),tensor(6.9647)
896,tensor(3.9026),tensor(6.9645)
897,tensor(3.9144),tensor(6.9642)
898,tensor(3.9142),tensor(6.9641)
899,tensor(3.9132),tensor(6.9640)
900,tensor(3.9242),tensor(6.9643)
901,tensor(3.9214),tensor(6.9645)
902,tensor(3.9057),tensor(6.9645)
903,tensor(3.9172),tensor(6.9645)
904,tensor(3.9295),tensor(6.9649)
905,tensor(3.9213),tensor(6.9652)
906,tensor(3.9204),tensor(6.9654)
907,tensor(3.9167),tensor(6.9656)
908,tensor(3.9199),tensor(6.9657)
909,tensor(3.9101),tensor(6.9657)
910,tensor(3.9075),tensor(6.9656)
911,tensor(3.9068),tensor(6.9656)
912,tensor(3.9210),tensor(6.9657)
913,tensor(3.9189),tensor(6.9660)
914,tensor(3.9220),tensor(6.9662)
915,tensor(3.9205),tensor(6.9663)
916,tensor(3.9266),tensor(6.9662)
917,tensor(3.9122),tensor(6.9663)
918,tensor(3.9216),tensor(6.9663)
919,tensor(3.9077),tensor(6.9662)
920,tensor(3.9075),tensor(6.9659)
921,tensor(3.9264),tensor(6.9663)
922,tensor(3.9141),tensor(6.9662)
923,tensor(3.9258),tensor(6.9665)
924,tensor(3.9077),tensor(6.9663)
925,tensor(3.9179),tensor(6.9662)
926,tensor(3.9151),tensor(6.9662)
927,tensor(3.9249),tensor(6.9663)
928,tensor(3.9118),tensor(6.9665)
929,tensor(3.9124),tensor(6.9665)
930,tensor(3.9107),tensor(6.9660)
931,tensor(3.9138),tensor(6.9661)
932,tensor(3.9091),tensor(6.9660)
933,tensor(3.9141),tensor(6.9661)
934,tensor(3.9010),tensor(6.9656)
935,tensor(3.9175),tensor(6.9654)
936,tensor(3.9183),tensor(6.9654)
937,tensor(3.9224),tensor(6.9657)
938,tensor(3.9080),tensor(6.9654)
939,tensor(3.9186),tensor(6.9655)
940,tensor(3.9146),tensor(6.9656)
941,tensor(3.9065),tensor(6.9653)
942,tensor(3.9152),tensor(6.9652)
943,tensor(3.9075),tensor(6.9652)
944,tensor(3.9211),tensor(6.9650)
945,tensor(3.9121),tensor(6.9648)
946,tensor(3.9056),tensor(6.9646)
947,tensor(3.9103),tensor(6.9646)
948,tensor(3.9062),tensor(6.9644)
949,tensor(3.8953),tensor(6.9642)
950,tensor(3.9156),tensor(6.9639)
951,tensor(3.9179),tensor(6.9639)
952,tensor(3.9182),tensor(6.9641)
953,tensor(3.9134),tensor(6.9643)
954,tensor(3.9031),tensor(6.9641)
955,tensor(3.9105),tensor(6.9638)
956,tensor(3.9047),tensor(6.9637)
957,tensor(3.9238),tensor(6.9636)
958,tensor(3.9159),tensor(6.9640)
959,tensor(3.9216),tensor(6.9641)
960,tensor(3.9206),tensor(6.9641)
961,tensor(3.9111),tensor(6.9641)
962,tensor(3.9016),tensor(6.9640)
963,tensor(3.9072),tensor(6.9638)
964,tensor(3.9173),tensor(6.9637)
965,tensor(3.9122),tensor(6.9638)
966,tensor(3.9247),tensor(6.9640)
967,tensor(3.9184),tensor(6.9643)
968,tensor(3.8926),tensor(6.9640)
969,tensor(3.9002),tensor(6.9639)
970,tensor(3.9047),tensor(6.9640)
971,tensor(3.9032),tensor(6.9638)
972,tensor(3.9102),tensor(6.9637)
973,tensor(3.9018),tensor(6.9634)
974,tensor(3.9117),tensor(6.9632)
975,tensor(3.9045),tensor(6.9634)
976,tensor(3.9077),tensor(6.9632)
977,tensor(3.9134),tensor(6.9634)
978,tensor(3.9073),tensor(6.9634)
979,tensor(3.9195),tensor(6.9637)
980,tensor(3.9021),tensor(6.9635)
981,tensor(3.9205),tensor(6.9637)
982,tensor(3.9083),tensor(6.9640)
983,tensor(3.9098),tensor(6.9639)
984,tensor(3.9117),tensor(6.9640)
985,tensor(3.9026),tensor(6.9640)
986,tensor(3.9107),tensor(6.9639)
987,tensor(3.9146),tensor(6.9639)
988,tensor(3.9047),tensor(6.9640)
989,tensor(3.8983),tensor(6.9640)
990,tensor(3.9281),tensor(6.9646)
991,tensor(3.9208),tensor(6.9653)
992,tensor(3.9123),tensor(6.9655)
993,tensor(3.9234),tensor(6.9655)
994,tensor(3.9117),tensor(6.9656)
995,tensor(3.9153),tensor(6.9657)
996,tensor(3.9160),tensor(6.9658)
997,tensor(3.9161),tensor(6.9659)
998,tensor(3.9119),tensor(6.9659)
999,tensor(3.9084),tensor(6.9659)
1000,tensor(3.9157),tensor(6.9660)
1001,tensor(3.9171),tensor(6.9661)
1002,tensor(3.8959),tensor(6.9659)
1003,tensor(3.9114),tensor(6.9657)
1004,tensor(3.9111),tensor(6.9656)
1005,tensor(3.8963),tensor(6.9653)
1006,tensor(3.9021),tensor(6.9650)
1007,tensor(3.9100),tensor(6.9649)
1008,tensor(3.9163),tensor(6.9652)
1009,tensor(3.9007),tensor(6.9651)
1010,tensor(3.9092),tensor(6.9650)
1011,tensor(3.9197),tensor(6.9650)
1012,tensor(3.9095),tensor(6.9649)
1013,tensor(3.9201),tensor(6.9648)
1014,tensor(3.9008),tensor(6.9649)
1015,tensor(3.9108),tensor(6.9648)
1016,tensor(3.9106),tensor(6.9648)
1017,tensor(3.9222),tensor(6.9648)
1018,tensor(3.9276),tensor(6.9653)
1019,tensor(3.9211),tensor(6.9656)
1020,tensor(3.9142),tensor(6.9656)
1021,tensor(3.9014),tensor(6.9656)
1022,tensor(3.9091),tensor(6.9654)
1023,tensor(3.9043),tensor(6.9653)
1024,tensor(3.9217),tensor(6.9653)
1025,tensor(3.9073),tensor(6.9653)
1026,tensor(3.9128),tensor(6.9653)
1027,tensor(3.9082),tensor(6.9652)
1028,tensor(3.9142),tensor(6.9653)
1029,tensor(3.9191),tensor(6.9654)
1030,tensor(3.9143),tensor(6.9656)
1031,tensor(3.9092),tensor(6.9656)
1032,tensor(3.9128),tensor(6.9657)
1033,tensor(3.9036),tensor(6.9655)
1034,tensor(3.9150),tensor(6.9656)
1035,tensor(3.9166),tensor(6.9656)
1036,tensor(3.9091),tensor(6.9654)
1037,tensor(3.9157),tensor(6.9655)
1038,tensor(3.9081),tensor(6.9654)
1039,tensor(3.9204),tensor(6.9653)
1040,tensor(3.9156),tensor(6.9652)
1041,tensor(3.9063),tensor(6.9651)
1042,tensor(3.8991),tensor(6.9649)
1043,tensor(3.9011),tensor(6.9647)
1044,tensor(3.9193),tensor(6.9647)
1045,tensor(3.9094),tensor(6.9648)
1046,tensor(3.9158),tensor(6.9648)
1047,tensor(3.9006),tensor(6.9648)
1048,tensor(3.9152),tensor(6.9649)
1049,tensor(3.8980),tensor(6.9647)
1050,tensor(3.9136),tensor(6.9646)
1051,tensor(3.9106),tensor(6.9645)
1052,tensor(3.9175),tensor(6.9646)
1053,tensor(3.9063),tensor(6.9647)
1054,tensor(3.8979),tensor(6.9645)
1055,tensor(3.9132),tensor(6.9644)
1056,tensor(3.9250),tensor(6.9647)
1057,tensor(3.8997),tensor(6.9648)
1058,tensor(3.8993),tensor(6.9646)
1059,tensor(3.9088),tensor(6.9645)
1060,tensor(3.9235),tensor(6.9646)
1061,tensor(3.9122),tensor(6.9646)
1062,tensor(3.9106),tensor(6.9646)
1063,tensor(3.9145),tensor(6.9647)
1064,tensor(3.9072),tensor(6.9648)
1065,tensor(3.9101),tensor(6.9647)
1066,tensor(3.9044),tensor(6.9646)
1067,tensor(3.8999),tensor(6.9644)
1068,tensor(3.9108),tensor(6.9642)
1069,tensor(3.9152),tensor(6.9643)
1070,tensor(3.8968),tensor(6.9642)
1071,tensor(3.9083),tensor(6.9642)
1072,tensor(3.9209),tensor(6.9643)
1073,tensor(3.8985),tensor(6.9642)
1074,tensor(3.8984),tensor(6.9639)
1075,tensor(3.9020),tensor(6.9637)
1076,tensor(3.9085),tensor(6.9638)
1077,tensor(3.9120),tensor(6.9641)
1078,tensor(3.9044),tensor(6.9640)
1079,tensor(3.9008),tensor(6.9640)
1080,tensor(3.9142),tensor(6.9641)
1081,tensor(3.9189),tensor(6.9643)
1082,tensor(3.9153),tensor(6.9645)
1083,tensor(3.9017),tensor(6.9643)
1084,tensor(3.8965),tensor(6.9639)
1085,tensor(3.9118),tensor(6.9640)
1086,tensor(3.9079),tensor(6.9641)
1087,tensor(3.9154),tensor(6.9640)
1088,tensor(3.9066),tensor(6.9641)
1089,tensor(3.9058),tensor(6.9641)
1090,tensor(3.9126),tensor(6.9641)
1091,tensor(3.9119),tensor(6.9641)
1092,tensor(3.9024),tensor(6.9641)
1093,tensor(3.9188),tensor(6.9641)
1094,tensor(3.9104),tensor(6.9641)
1095,tensor(3.9120),tensor(6.9641)
1096,tensor(3.9116),tensor(6.9640)
1097,tensor(3.8914),tensor(6.9637)
1098,tensor(3.9096),tensor(6.9637)
1099,tensor(3.9126),tensor(6.9638)
1100,tensor(3.9277),tensor(6.9643)
1101,tensor(3.9045),tensor(6.9644)
1102,tensor(3.9130),tensor(6.9644)
1103,tensor(3.9212),tensor(6.9646)
1104,tensor(3.9052),tensor(6.9649)
1105,tensor(3.9107),tensor(6.9648)
1106,tensor(3.9225),tensor(6.9652)
1107,tensor(3.9167),tensor(6.9654)
1108,tensor(3.9158),tensor(6.9653)
1109,tensor(3.9096),tensor(6.9652)
1110,tensor(3.9016),tensor(6.9651)
1111,tensor(3.9092),tensor(6.9650)
1112,tensor(3.9113),tensor(6.9648)
1113,tensor(3.9068),tensor(6.9647)
1114,tensor(3.9213),tensor(6.9647)
1115,tensor(3.8906),tensor(6.9645)
1116,tensor(3.9175),tensor(6.9643)
1117,tensor(3.9092),tensor(6.9643)
1118,tensor(3.9170),tensor(6.9644)
1119,tensor(3.9121),tensor(6.9643)
1120,tensor(3.9075),tensor(6.9645)
1121,tensor(3.8994),tensor(6.9643)
1122,tensor(3.9099),tensor(6.9643)
1123,tensor(3.9162),tensor(6.9645)
1124,tensor(3.9000),tensor(6.9643)
1125,tensor(3.9151),tensor(6.9646)
1126,tensor(3.9087),tensor(6.9647)
1127,tensor(3.9053),tensor(6.9646)
1128,tensor(3.9023),tensor(6.9642)
1129,tensor(3.9018),tensor(6.9640)
1130,tensor(3.9107),tensor(6.9638)
1131,tensor(3.9108),tensor(6.9638)
1132,tensor(3.9143),tensor(6.9639)
1133,tensor(3.9228),tensor(6.9641)
1134,tensor(3.9054),tensor(6.9639)
1135,tensor(3.9181),tensor(6.9640)
1136,tensor(3.9087),tensor(6.9641)
1137,tensor(3.9069),tensor(6.9640)
1138,tensor(3.9060),tensor(6.9639)
1139,tensor(3.9074),tensor(6.9639)
1140,tensor(3.9011),tensor(6.9638)
1141,tensor(3.9112),tensor(6.9637)
1142,tensor(3.9028),tensor(6.9636)
1143,tensor(3.9021),tensor(6.9636)
1144,tensor(3.9088),tensor(6.9634)
1145,tensor(3.8992),tensor(6.9633)
1146,tensor(3.9302),tensor(6.9634)
1147,tensor(3.9087),tensor(6.9635)
1148,tensor(3.9124),tensor(6.9638)
1149,tensor(3.8929),tensor(6.9638)
1150,tensor(3.9060),tensor(6.9639)
1151,tensor(3.9078),tensor(6.9637)
1152,tensor(3.8963),tensor(6.9637)
1153,tensor(3.9196),tensor(6.9638)
1154,tensor(3.8945),tensor(6.9637)
1155,tensor(3.9035),tensor(6.9638)
1156,tensor(3.9127),tensor(6.9639)
1157,tensor(3.9115),tensor(6.9639)
1158,tensor(3.9067),tensor(6.9638)
1159,tensor(3.9006),tensor(6.9638)
1160,tensor(3.9051),tensor(6.9637)
1161,tensor(3.9178),tensor(6.9638)
1162,tensor(3.9158),tensor(6.9640)
1163,tensor(3.9049),tensor(6.9641)
1164,tensor(3.9142),tensor(6.9641)
1165,tensor(3.9133),tensor(6.9644)
1166,tensor(3.8962),tensor(6.9644)
1167,tensor(3.9054),tensor(6.9642)
1168,tensor(3.9066),tensor(6.9642)
1169,tensor(3.8993),tensor(6.9642)
1170,tensor(3.9033),tensor(6.9643)
1171,tensor(3.8878),tensor(6.9640)
1172,tensor(3.9240),tensor(6.9640)
1173,tensor(3.9130),tensor(6.9643)
1174,tensor(3.9088),tensor(6.9644)
1175,tensor(3.9065),tensor(6.9643)
1176,tensor(3.9144),tensor(6.9643)
1177,tensor(3.9166),tensor(6.9647)
1178,tensor(3.9224),tensor(6.9650)
1179,tensor(3.8966),tensor(6.9650)
1180,tensor(3.9216),tensor(6.9649)
1181,tensor(3.9174),tensor(6.9651)
1182,tensor(3.9132),tensor(6.9650)
1183,tensor(3.9044),tensor(6.9650)
1184,tensor(3.9149),tensor(6.9652)
1185,tensor(3.9121),tensor(6.9655)
1186,tensor(3.9033),tensor(6.9652)
1187,tensor(3.9056),tensor(6.9650)
1188,tensor(3.9068),tensor(6.9648)
1189,tensor(3.9118),tensor(6.9648)
1190,tensor(3.9160),tensor(6.9648)
1191,tensor(3.8899),tensor(6.9644)
1192,tensor(3.9056),tensor(6.9642)
1193,tensor(3.9034),tensor(6.9641)
1194,tensor(3.9170),tensor(6.9641)
1195,tensor(3.9050),tensor(6.9640)
1196,tensor(3.9085),tensor(6.9642)
1197,tensor(3.9206),tensor(6.9646)
1198,tensor(3.9117),tensor(6.9648)
1199,tensor(3.9040),tensor(6.9648)
1200,tensor(3.9089),tensor(6.9649)
1201,tensor(3.9118),tensor(6.9650)
1202,tensor(3.9147),tensor(6.9651)
1203,tensor(3.9136),tensor(6.9650)
1204,tensor(3.8951),tensor(6.9647)
1205,tensor(3.9138),tensor(6.9648)
1206,tensor(3.9168),tensor(6.9649)
1207,tensor(3.9127),tensor(6.9653)
1208,tensor(3.9001),tensor(6.9652)
1209,tensor(3.9030),tensor(6.9650)
1210,tensor(3.9178),tensor(6.9649)
1211,tensor(3.9013),tensor(6.9649)
1212,tensor(3.8939),tensor(6.9646)
1213,tensor(3.9037),tensor(6.9644)
1214,tensor(3.9046),tensor(6.9642)
1215,tensor(3.8986),tensor(6.9639)
1216,tensor(3.8942),tensor(6.9637)
1217,tensor(3.9121),tensor(6.9635)
1218,tensor(3.9134),tensor(6.9636)
1219,tensor(3.9000),tensor(6.9636)
1220,tensor(3.9060),tensor(6.9636)
1221,tensor(3.8964),tensor(6.9635)
1222,tensor(3.8997),tensor(6.9634)
1223,tensor(3.9077),tensor(6.9634)
1224,tensor(3.9125),tensor(6.9634)
1225,tensor(3.8947),tensor(6.9633)
1226,tensor(3.9007),tensor(6.9633)
1227,tensor(3.9109),tensor(6.9634)
1228,tensor(3.9158),tensor(6.9635)
1229,tensor(3.9032),tensor(6.9634)
1230,tensor(3.9035),tensor(6.9632)
1231,tensor(3.9089),tensor(6.9634)
1232,tensor(3.9104),tensor(6.9634)
1233,tensor(3.8977),tensor(6.9630)
1234,tensor(3.9009),tensor(6.9630)
1235,tensor(3.8978),tensor(6.9627)
1236,tensor(3.9036),tensor(6.9626)
1237,tensor(3.9172),tensor(6.9628)
1238,tensor(3.8955),tensor(6.9628)
1239,tensor(3.9151),tensor(6.9630)
1240,tensor(3.9011),tensor(6.9631)
1241,tensor(3.8987),tensor(6.9631)
1242,tensor(3.8941),tensor(6.9628)
1243,tensor(3.9053),tensor(6.9629)
1244,tensor(3.9102),tensor(6.9629)
1245,tensor(3.8931),tensor(6.9628)
1246,tensor(3.9091),tensor(6.9631)
1247,tensor(3.9084),tensor(6.9631)
1248,tensor(3.9205),tensor(6.9634)
1249,tensor(3.9183),tensor(6.9640)
1250,tensor(3.9116),tensor(6.9642)
1251,tensor(3.9010),tensor(6.9641)
1252,tensor(3.8982),tensor(6.9640)
1253,tensor(3.9114),tensor(6.9638)
1254,tensor(3.9041),tensor(6.9639)
1255,tensor(3.9042),tensor(6.9638)
1256,tensor(3.9054),tensor(6.9637)
1257,tensor(3.9208),tensor(6.9640)
1258,tensor(3.9030),tensor(6.9643)
1259,tensor(3.9109),tensor(6.9644)
1260,tensor(3.9118),tensor(6.9643)
1261,tensor(3.9058),tensor(6.9642)
1262,tensor(3.9041),tensor(6.9641)
1263,tensor(3.9185),tensor(6.9640)
1264,tensor(3.9064),tensor(6.9641)
1265,tensor(3.8986),tensor(6.9639)
1266,tensor(3.8979),tensor(6.9638)
1267,tensor(3.9185),tensor(6.9638)
1268,tensor(3.8957),tensor(6.9637)
1269,tensor(3.9091),tensor(6.9638)
1270,tensor(3.9042),tensor(6.9640)
1271,tensor(3.9061),tensor(6.9638)
1272,tensor(3.9180),tensor(6.9640)
1273,tensor(3.9092),tensor(6.9641)
1274,tensor(3.9006),tensor(6.9641)
1275,tensor(3.9131),tensor(6.9642)
1276,tensor(3.9009),tensor(6.9640)
1277,tensor(3.9154),tensor(6.9640)
1278,tensor(3.8989),tensor(6.9640)
1279,tensor(3.8972),tensor(6.9635)
1280,tensor(3.9015),tensor(6.9634)
1281,tensor(3.9181),tensor(6.9636)
1282,tensor(3.9172),tensor(6.9638)
1283,tensor(3.9006),tensor(6.9639)
1284,tensor(3.9076),tensor(6.9638)
1285,tensor(3.8991),tensor(6.9636)
1286,tensor(3.9128),tensor(6.9637)
1287,tensor(3.8953),tensor(6.9636)
1288,tensor(3.9100),tensor(6.9637)
1289,tensor(3.8931),tensor(6.9635)
1290,tensor(3.9163),tensor(6.9633)
1291,tensor(3.9072),tensor(6.9636)
1292,tensor(3.8997),tensor(6.9635)
1293,tensor(3.9027),tensor(6.9635)
1294,tensor(3.8964),tensor(6.9634)
1295,tensor(3.9055),tensor(6.9633)
1296,tensor(3.9073),tensor(6.9632)
1297,tensor(3.9168),tensor(6.9634)
1298,tensor(3.9015),tensor(6.9634)
1299,tensor(3.8957),tensor(6.9634)
1300,tensor(3.9036),tensor(6.9631)
1301,tensor(3.8975),tensor(6.9628)
1302,tensor(3.9206),tensor(6.9632)
1303,tensor(3.8971),tensor(6.9633)
1304,tensor(3.9105),tensor(6.9634)
1305,tensor(3.9289),tensor(6.9640)
1306,tensor(3.8992),tensor(6.9639)
1307,tensor(3.9090),tensor(6.9638)
1308,tensor(3.8963),tensor(6.9638)
1309,tensor(3.9072),tensor(6.9638)
1310,tensor(3.8977),tensor(6.9635)
1311,tensor(3.9046),tensor(6.9634)
1312,tensor(3.9174),tensor(6.9635)
1313,tensor(3.9016),tensor(6.9638)
1314,tensor(3.8998),tensor(6.9635)
1315,tensor(3.9000),tensor(6.9635)
1316,tensor(3.8965),tensor(6.9632)
