,train,test
665,tensor(3.9240),tensor(6.8946)
666,tensor(3.9133),tensor(6.8945)
667,tensor(3.9276),tensor(6.8946)
668,tensor(3.9110),tensor(6.8946)
669,tensor(3.9154),tensor(6.8946)
670,tensor(3.9068),tensor(6.8946)
671,tensor(3.9145),tensor(6.8946)
672,tensor(3.9290),tensor(6.8945)
673,tensor(3.9179),tensor(6.8945)
674,tensor(3.9207),tensor(6.8945)
675,tensor(3.9217),tensor(6.8946)
676,tensor(3.9011),tensor(6.8946)
677,tensor(3.9298),tensor(6.8947)
678,tensor(3.9016),tensor(6.8946)
679,tensor(3.9087),tensor(6.8946)
680,tensor(3.9170),tensor(6.8945)
681,tensor(3.9141),tensor(6.8946)
682,tensor(3.9164),tensor(6.8946)
683,tensor(3.9035),tensor(6.8945)
684,tensor(3.9235),tensor(6.8945)
685,tensor(3.9212),tensor(6.8945)
686,tensor(3.9212),tensor(6.8945)
687,tensor(3.9258),tensor(6.8944)
688,tensor(3.9179),tensor(6.8944)
689,tensor(3.9219),tensor(6.8944)
690,tensor(3.9268),tensor(6.8944)
691,tensor(3.8950),tensor(6.8944)
692,tensor(3.9259),tensor(6.8945)
693,tensor(3.9137),tensor(6.8945)
694,tensor(3.8975),tensor(6.8945)
695,tensor(3.9167),tensor(6.8944)
696,tensor(3.9060),tensor(6.8943)
697,tensor(3.9221),tensor(6.8943)
698,tensor(3.9124),tensor(6.8944)
699,tensor(3.9115),tensor(6.8943)
700,tensor(3.9173),tensor(6.8943)
701,tensor(3.9241),tensor(6.8943)
702,tensor(3.9304),tensor(6.8943)
703,tensor(3.9231),tensor(6.8943)
704,tensor(3.8998),tensor(6.8943)
705,tensor(3.9176),tensor(6.8943)
706,tensor(3.8944),tensor(6.8943)
707,tensor(3.8959),tensor(6.8942)
708,tensor(3.9106),tensor(6.8942)
709,tensor(3.9056),tensor(6.8942)
710,tensor(3.9159),tensor(6.8943)
711,tensor(3.9098),tensor(6.8942)
712,tensor(3.9153),tensor(6.8943)
713,tensor(3.9182),tensor(6.8942)
714,tensor(3.9013),tensor(6.8942)
715,tensor(3.9232),tensor(6.8942)
716,tensor(3.8994),tensor(6.8943)
717,tensor(3.9175),tensor(6.8944)
718,tensor(3.9115),tensor(6.8943)
719,tensor(3.9113),tensor(6.8943)
720,tensor(3.9084),tensor(6.8942)
721,tensor(3.9091),tensor(6.8942)
722,tensor(3.9112),tensor(6.8942)
723,tensor(3.9237),tensor(6.8942)
724,tensor(3.8979),tensor(6.8942)
725,tensor(3.9210),tensor(6.8941)
726,tensor(3.9035),tensor(6.8941)
727,tensor(3.9239),tensor(6.8941)
728,tensor(3.9306),tensor(6.8941)
729,tensor(3.9011),tensor(6.8941)
730,tensor(3.9070),tensor(6.8941)
731,tensor(3.9200),tensor(6.8940)
732,tensor(3.9200),tensor(6.8940)
733,tensor(3.9089),tensor(6.8941)
734,tensor(3.9153),tensor(6.8941)
735,tensor(3.9137),tensor(6.8941)
736,tensor(3.9227),tensor(6.8941)
737,tensor(3.9121),tensor(6.8941)
738,tensor(3.9100),tensor(6.8941)
739,tensor(3.9082),tensor(6.8942)
740,tensor(3.9148),tensor(6.8942)
741,tensor(3.9294),tensor(6.8943)
742,tensor(3.9144),tensor(6.8943)
743,tensor(3.9024),tensor(6.8943)
744,tensor(3.9253),tensor(6.8943)
745,tensor(3.9250),tensor(6.8943)
746,tensor(3.9087),tensor(6.8942)
747,tensor(3.9201),tensor(6.8942)
748,tensor(3.9269),tensor(6.8943)
749,tensor(3.9079),tensor(6.8942)
750,tensor(3.9241),tensor(6.8942)
751,tensor(3.9209),tensor(6.8942)
752,tensor(3.9065),tensor(6.8942)
753,tensor(3.9095),tensor(6.8942)
754,tensor(3.9069),tensor(6.8941)
755,tensor(3.9153),tensor(6.8942)
756,tensor(3.9054),tensor(6.8942)
757,tensor(3.9148),tensor(6.8942)
758,tensor(3.9210),tensor(6.8942)
759,tensor(3.9209),tensor(6.8942)
760,tensor(3.9165),tensor(6.8942)
761,tensor(3.9075),tensor(6.8942)
762,tensor(3.9065),tensor(6.8941)
763,tensor(3.8966),tensor(6.8941)
764,tensor(3.9135),tensor(6.8941)
765,tensor(3.8990),tensor(6.8941)
766,tensor(3.9012),tensor(6.8941)
767,tensor(3.9229),tensor(6.8941)
768,tensor(3.9215),tensor(6.8942)
769,tensor(3.9111),tensor(6.8941)
770,tensor(3.9023),tensor(6.8940)
771,tensor(3.9073),tensor(6.8940)
772,tensor(3.9063),tensor(6.8940)
773,tensor(3.9096),tensor(6.8940)
774,tensor(3.9066),tensor(6.8939)
775,tensor(3.9107),tensor(6.8939)
776,tensor(3.9223),tensor(6.8939)
777,tensor(3.9181),tensor(6.8939)
778,tensor(3.9029),tensor(6.8939)
779,tensor(3.9231),tensor(6.8939)
780,tensor(3.9189),tensor(6.8939)
781,tensor(3.9089),tensor(6.8939)
782,tensor(3.9059),tensor(6.8939)
783,tensor(3.9055),tensor(6.8939)
784,tensor(3.8993),tensor(6.8939)
785,tensor(3.9114),tensor(6.8939)
786,tensor(3.9001),tensor(6.8939)
787,tensor(3.9106),tensor(6.8939)
788,tensor(3.9145),tensor(6.8939)
789,tensor(3.9145),tensor(6.8939)
790,tensor(3.9155),tensor(6.8938)
791,tensor(3.9141),tensor(6.8938)
792,tensor(3.9256),tensor(6.8938)
793,tensor(3.9171),tensor(6.8938)
794,tensor(3.9061),tensor(6.8938)
795,tensor(3.9369),tensor(6.8938)
796,tensor(3.9212),tensor(6.8939)
797,tensor(3.9125),tensor(6.8939)
798,tensor(3.9109),tensor(6.8939)
799,tensor(3.9142),tensor(6.8939)
800,tensor(3.8971),tensor(6.8939)
801,tensor(3.9130),tensor(6.8939)
802,tensor(3.8950),tensor(6.8939)
803,tensor(3.9236),tensor(6.8939)
804,tensor(3.9246),tensor(6.8938)
805,tensor(3.9046),tensor(6.8939)
806,tensor(3.9179),tensor(6.8938)
807,tensor(3.9219),tensor(6.8939)
808,tensor(3.9045),tensor(6.8939)
809,tensor(3.9222),tensor(6.8940)
810,tensor(3.9144),tensor(6.8940)
811,tensor(3.9076),tensor(6.8939)
812,tensor(3.9111),tensor(6.8939)
813,tensor(3.9054),tensor(6.8939)
814,tensor(3.9175),tensor(6.8939)
815,tensor(3.9097),tensor(6.8939)
816,tensor(3.8988),tensor(6.8939)
817,tensor(3.9187),tensor(6.8938)
818,tensor(3.9172),tensor(6.8938)
819,tensor(3.9049),tensor(6.8938)
820,tensor(3.9023),tensor(6.8939)
821,tensor(3.9067),tensor(6.8939)
822,tensor(3.9065),tensor(6.8939)
823,tensor(3.9104),tensor(6.8938)
824,tensor(3.9145),tensor(6.8939)
825,tensor(3.8977),tensor(6.8938)
826,tensor(3.9207),tensor(6.8939)
827,tensor(3.9039),tensor(6.8938)
828,tensor(3.9049),tensor(6.8938)
829,tensor(3.9138),tensor(6.8938)
830,tensor(3.9152),tensor(6.8937)
831,tensor(3.9148),tensor(6.8937)
832,tensor(3.9038),tensor(6.8937)
833,tensor(3.9009),tensor(6.8937)
834,tensor(3.9221),tensor(6.8937)
835,tensor(3.9018),tensor(6.8937)
836,tensor(3.9057),tensor(6.8937)
837,tensor(3.9205),tensor(6.8937)
838,tensor(3.9089),tensor(6.8937)
839,tensor(3.8982),tensor(6.8937)
840,tensor(3.9255),tensor(6.8937)
841,tensor(3.9109),tensor(6.8938)
842,tensor(3.9045),tensor(6.8938)
843,tensor(3.9285),tensor(6.8939)
844,tensor(3.9205),tensor(6.8939)
845,tensor(3.9127),tensor(6.8939)
846,tensor(3.9194),tensor(6.8939)
847,tensor(3.9134),tensor(6.8939)
848,tensor(3.9135),tensor(6.8940)
849,tensor(3.9059),tensor(6.8940)
850,tensor(3.9078),tensor(6.8940)
851,tensor(3.9090),tensor(6.8940)
852,tensor(3.9156),tensor(6.8940)
853,tensor(3.9205),tensor(6.8941)
854,tensor(3.9028),tensor(6.8941)
855,tensor(3.8955),tensor(6.8940)
856,tensor(3.9173),tensor(6.8940)
857,tensor(3.9141),tensor(6.8941)
858,tensor(3.9044),tensor(6.8940)
859,tensor(3.9076),tensor(6.8940)
860,tensor(3.9100),tensor(6.8941)
861,tensor(3.9139),tensor(6.8941)
862,tensor(3.9203),tensor(6.8941)
863,tensor(3.9012),tensor(6.8941)
864,tensor(3.9051),tensor(6.8941)
865,tensor(3.9019),tensor(6.8940)
866,tensor(3.9062),tensor(6.8940)
867,tensor(3.9187),tensor(6.8940)
868,tensor(3.9066),tensor(6.8941)
869,tensor(3.9147),tensor(6.8941)
870,tensor(3.9240),tensor(6.8941)
871,tensor(3.9091),tensor(6.8941)
872,tensor(3.9015),tensor(6.8941)
873,tensor(3.9164),tensor(6.8941)
874,tensor(3.9113),tensor(6.8941)
875,tensor(3.9199),tensor(6.8942)
876,tensor(3.9093),tensor(6.8942)
877,tensor(3.9182),tensor(6.8941)
878,tensor(3.9243),tensor(6.8942)
879,tensor(3.9008),tensor(6.8942)
880,tensor(3.9202),tensor(6.8941)
881,tensor(3.9105),tensor(6.8942)
882,tensor(3.9232),tensor(6.8942)
883,tensor(3.9135),tensor(6.8942)
884,tensor(3.9007),tensor(6.8942)
885,tensor(3.9041),tensor(6.8942)
886,tensor(3.9054),tensor(6.8942)
887,tensor(3.9127),tensor(6.8941)
888,tensor(3.9226),tensor(6.8941)
889,tensor(3.9113),tensor(6.8942)
890,tensor(3.9067),tensor(6.8941)
891,tensor(3.9143),tensor(6.8941)
892,tensor(3.9112),tensor(6.8941)
893,tensor(3.9123),tensor(6.8941)
894,tensor(3.9237),tensor(6.8941)
895,tensor(3.9047),tensor(6.8941)
896,tensor(3.9191),tensor(6.8941)
897,tensor(3.9003),tensor(6.8941)
898,tensor(3.9043),tensor(6.8940)
899,tensor(3.8946),tensor(6.8940)
900,tensor(3.9102),tensor(6.8940)
901,tensor(3.9235),tensor(6.8940)
902,tensor(3.9090),tensor(6.8940)
903,tensor(3.9131),tensor(6.8940)
904,tensor(3.9079),tensor(6.8939)
905,tensor(3.9150),tensor(6.8940)
906,tensor(3.9146),tensor(6.8940)
907,tensor(3.8944),tensor(6.8939)
908,tensor(3.9089),tensor(6.8939)
909,tensor(3.9109),tensor(6.8939)
910,tensor(3.9129),tensor(6.8939)
911,tensor(3.9036),tensor(6.8940)
912,tensor(3.9127),tensor(6.8939)
913,tensor(3.9071),tensor(6.8939)
914,tensor(3.9261),tensor(6.8939)
915,tensor(3.9139),tensor(6.8939)
916,tensor(3.9011),tensor(6.8938)
917,tensor(3.9110),tensor(6.8938)
918,tensor(3.9175),tensor(6.8938)
919,tensor(3.9150),tensor(6.8938)
920,tensor(3.8945),tensor(6.8939)
921,tensor(3.8965),tensor(6.8938)
922,tensor(3.9031),tensor(6.8937)
923,tensor(3.9179),tensor(6.8937)
924,tensor(3.9118),tensor(6.8936)
925,tensor(3.9195),tensor(6.8937)
926,tensor(3.9011),tensor(6.8936)
927,tensor(3.9174),tensor(6.8935)
928,tensor(3.8977),tensor(6.8935)
929,tensor(3.9173),tensor(6.8935)
930,tensor(3.9102),tensor(6.8935)
931,tensor(3.8995),tensor(6.8935)
932,tensor(3.8999),tensor(6.8935)
933,tensor(3.9194),tensor(6.8934)
934,tensor(3.9141),tensor(6.8934)
935,tensor(3.9087),tensor(6.8934)
936,tensor(3.9080),tensor(6.8934)
937,tensor(3.9123),tensor(6.8934)
938,tensor(3.9127),tensor(6.8935)
939,tensor(3.9138),tensor(6.8936)
940,tensor(3.9318),tensor(6.8937)
941,tensor(3.9265),tensor(6.8937)
942,tensor(3.9044),tensor(6.8937)
943,tensor(3.9143),tensor(6.8937)
944,tensor(3.9071),tensor(6.8936)
945,tensor(3.8932),tensor(6.8935)
946,tensor(3.9226),tensor(6.8935)
947,tensor(3.9159),tensor(6.8935)
948,tensor(3.9059),tensor(6.8935)
949,tensor(3.9185),tensor(6.8935)
950,tensor(3.9156),tensor(6.8935)
951,tensor(3.8918),tensor(6.8934)
952,tensor(3.9134),tensor(6.8934)
953,tensor(3.9161),tensor(6.8934)
954,tensor(3.9091),tensor(6.8934)
955,tensor(3.9219),tensor(6.8934)
956,tensor(3.8922),tensor(6.8934)
957,tensor(3.9136),tensor(6.8935)
958,tensor(3.9014),tensor(6.8935)
959,tensor(3.9112),tensor(6.8935)
960,tensor(3.8908),tensor(6.8935)
961,tensor(3.9130),tensor(6.8935)
962,tensor(3.9116),tensor(6.8936)
963,tensor(3.9127),tensor(6.8936)
964,tensor(3.9098),tensor(6.8937)
965,tensor(3.9038),tensor(6.8937)
966,tensor(3.9025),tensor(6.8937)
967,tensor(3.8990),tensor(6.8937)
968,tensor(3.8961),tensor(6.8937)
969,tensor(3.8954),tensor(6.8937)
970,tensor(3.9052),tensor(6.8937)
971,tensor(3.9018),tensor(6.8937)
972,tensor(3.9164),tensor(6.8936)
973,tensor(3.9105),tensor(6.8936)
974,tensor(3.9060),tensor(6.8936)
975,tensor(3.9094),tensor(6.8936)
976,tensor(3.9060),tensor(6.8935)
977,tensor(3.9097),tensor(6.8936)
978,tensor(3.9082),tensor(6.8936)
979,tensor(3.9107),tensor(6.8935)
980,tensor(3.9009),tensor(6.8935)
981,tensor(3.9097),tensor(6.8936)
982,tensor(3.8975),tensor(6.8936)
983,tensor(3.9093),tensor(6.8936)
984,tensor(3.8988),tensor(6.8937)
985,tensor(3.9020),tensor(6.8937)
986,tensor(3.9065),tensor(6.8937)
987,tensor(3.9177),tensor(6.8937)
988,tensor(3.9118),tensor(6.8937)
989,tensor(3.9056),tensor(6.8938)
990,tensor(3.9026),tensor(6.8938)
991,tensor(3.9193),tensor(6.8937)
992,tensor(3.9147),tensor(6.8937)
993,tensor(3.9076),tensor(6.8937)
994,tensor(3.9042),tensor(6.8936)
995,tensor(3.9044),tensor(6.8936)
996,tensor(3.9097),tensor(6.8936)
997,tensor(3.9123),tensor(6.8936)
998,tensor(3.9176),tensor(6.8937)
999,tensor(3.9060),tensor(6.8937)
1000,tensor(3.8940),tensor(6.8936)
1001,tensor(3.9104),tensor(6.8936)
1002,tensor(3.9008),tensor(6.8936)
1003,tensor(3.8981),tensor(6.8936)
1004,tensor(3.9067),tensor(6.8935)
1005,tensor(3.9003),tensor(6.8935)
1006,tensor(3.8928),tensor(6.8934)
1007,tensor(3.9009),tensor(6.8933)
1008,tensor(3.9035),tensor(6.8933)
1009,tensor(3.9100),tensor(6.8932)
1010,tensor(3.9044),tensor(6.8931)
1011,tensor(3.9040),tensor(6.8930)
1012,tensor(3.8960),tensor(6.8930)
1013,tensor(3.9048),tensor(6.8930)
1014,tensor(3.9054),tensor(6.8930)
1015,tensor(3.9072),tensor(6.8930)
1016,tensor(3.8976),tensor(6.8929)
1017,tensor(3.9111),tensor(6.8929)
1018,tensor(3.9211),tensor(6.8930)
1019,tensor(3.9055),tensor(6.8930)
1020,tensor(3.9003),tensor(6.8930)
1021,tensor(3.9143),tensor(6.8929)
1022,tensor(3.9059),tensor(6.8929)
1023,tensor(3.8998),tensor(6.8929)
1024,tensor(3.9159),tensor(6.8930)
1025,tensor(3.9012),tensor(6.8931)
1026,tensor(3.9040),tensor(6.8931)
1027,tensor(3.9107),tensor(6.8931)
1028,tensor(3.9019),tensor(6.8931)
1029,tensor(3.9032),tensor(6.8930)
1030,tensor(3.9112),tensor(6.8930)
1031,tensor(3.9040),tensor(6.8930)
1032,tensor(3.9265),tensor(6.8931)
1033,tensor(3.9028),tensor(6.8931)
1034,tensor(3.9052),tensor(6.8932)
1035,tensor(3.9077),tensor(6.8932)
1036,tensor(3.9068),tensor(6.8932)
1037,tensor(3.9013),tensor(6.8931)
1038,tensor(3.9015),tensor(6.8931)
1039,tensor(3.9006),tensor(6.8931)
1040,tensor(3.9096),tensor(6.8931)
1041,tensor(3.9052),tensor(6.8930)
1042,tensor(3.9049),tensor(6.8930)
1043,tensor(3.8994),tensor(6.8931)
1044,tensor(3.9043),tensor(6.8931)
1045,tensor(3.9074),tensor(6.8930)
1046,tensor(3.9012),tensor(6.8930)
1047,tensor(3.9235),tensor(6.8931)
1048,tensor(3.9028),tensor(6.8930)
1049,tensor(3.8947),tensor(6.8930)
1050,tensor(3.8990),tensor(6.8930)
1051,tensor(3.9114),tensor(6.8929)
1052,tensor(3.9025),tensor(6.8929)
1053,tensor(3.9168),tensor(6.8929)
1054,tensor(3.9064),tensor(6.8930)
1055,tensor(3.9043),tensor(6.8930)
1056,tensor(3.8917),tensor(6.8930)
1057,tensor(3.9002),tensor(6.8929)
1058,tensor(3.9081),tensor(6.8930)
1059,tensor(3.8891),tensor(6.8930)
1060,tensor(3.9050),tensor(6.8930)
1061,tensor(3.9065),tensor(6.8930)
1062,tensor(3.9213),tensor(6.8931)
1063,tensor(3.8947),tensor(6.8931)
1064,tensor(3.8967),tensor(6.8931)
1065,tensor(3.9053),tensor(6.8930)
1066,tensor(3.9101),tensor(6.8930)
1067,tensor(3.9273),tensor(6.8930)
1068,tensor(3.9034),tensor(6.8930)
1069,tensor(3.8999),tensor(6.8929)
1070,tensor(3.9164),tensor(6.8929)
1071,tensor(3.9112),tensor(6.8930)
1072,tensor(3.8937),tensor(6.8931)
1073,tensor(3.9022),tensor(6.8930)
1074,tensor(3.9083),tensor(6.8929)
1075,tensor(3.8976),tensor(6.8929)
1076,tensor(3.9050),tensor(6.8930)
1077,tensor(3.8984),tensor(6.8930)
1078,tensor(3.9119),tensor(6.8929)
1079,tensor(3.9039),tensor(6.8929)
1080,tensor(3.8879),tensor(6.8929)
1081,tensor(3.9171),tensor(6.8929)
1082,tensor(3.9027),tensor(6.8929)
1083,tensor(3.9084),tensor(6.8929)
1084,tensor(3.9034),tensor(6.8929)
1085,tensor(3.8957),tensor(6.8930)
1086,tensor(3.8956),tensor(6.8930)
1087,tensor(3.8997),tensor(6.8929)
1088,tensor(3.8966),tensor(6.8929)
1089,tensor(3.9163),tensor(6.8929)
1090,tensor(3.9120),tensor(6.8929)
1091,tensor(3.8930),tensor(6.8930)
1092,tensor(3.8978),tensor(6.8929)
1093,tensor(3.8988),tensor(6.8928)
1094,tensor(3.8990),tensor(6.8928)
1095,tensor(3.8911),tensor(6.8928)
1096,tensor(3.9197),tensor(6.8927)
1097,tensor(3.8977),tensor(6.8927)
1098,tensor(3.9038),tensor(6.8927)
1099,tensor(3.9016),tensor(6.8928)
1100,tensor(3.8980),tensor(6.8928)
1101,tensor(3.9138),tensor(6.8928)
1102,tensor(3.8986),tensor(6.8929)
1103,tensor(3.9102),tensor(6.8928)
1104,tensor(3.9131),tensor(6.8928)
1105,tensor(3.9032),tensor(6.8928)
1106,tensor(3.9033),tensor(6.8928)
1107,tensor(3.9016),tensor(6.8928)
1108,tensor(3.9091),tensor(6.8928)
1109,tensor(3.9008),tensor(6.8927)
1110,tensor(3.9042),tensor(6.8927)
1111,tensor(3.9203),tensor(6.8927)
1112,tensor(3.9259),tensor(6.8928)
1113,tensor(3.9143),tensor(6.8928)
1114,tensor(3.9084),tensor(6.8928)
1115,tensor(3.9111),tensor(6.8927)
1116,tensor(3.8945),tensor(6.8927)
1117,tensor(3.9011),tensor(6.8927)
1118,tensor(3.9126),tensor(6.8927)
1119,tensor(3.9129),tensor(6.8926)
1120,tensor(3.8965),tensor(6.8926)
1121,tensor(3.9069),tensor(6.8926)
1122,tensor(3.9114),tensor(6.8926)
1123,tensor(3.8963),tensor(6.8925)
1124,tensor(3.9093),tensor(6.8925)
1125,tensor(3.9074),tensor(6.8924)
1126,tensor(3.9085),tensor(6.8925)
1127,tensor(3.9092),tensor(6.8924)
1128,tensor(3.9001),tensor(6.8924)
1129,tensor(3.9038),tensor(6.8924)
1130,tensor(3.9025),tensor(6.8925)
1131,tensor(3.8858),tensor(6.8925)
1132,tensor(3.9198),tensor(6.8925)
1133,tensor(3.9130),tensor(6.8926)
1134,tensor(3.9191),tensor(6.8926)
1135,tensor(3.8975),tensor(6.8927)
1136,tensor(3.9089),tensor(6.8927)
1137,tensor(3.8945),tensor(6.8926)
1138,tensor(3.8900),tensor(6.8926)
1139,tensor(3.9077),tensor(6.8926)
1140,tensor(3.9174),tensor(6.8926)
1141,tensor(3.8987),tensor(6.8926)
1142,tensor(3.8835),tensor(6.8926)
1143,tensor(3.9079),tensor(6.8925)
1144,tensor(3.9102),tensor(6.8925)
1145,tensor(3.9088),tensor(6.8925)
1146,tensor(3.9028),tensor(6.8925)
1147,tensor(3.8962),tensor(6.8925)
1148,tensor(3.8913),tensor(6.8925)
1149,tensor(3.9080),tensor(6.8925)
1150,tensor(3.9054),tensor(6.8926)
1151,tensor(3.9015),tensor(6.8926)
1152,tensor(3.9200),tensor(6.8926)
1153,tensor(3.9015),tensor(6.8926)
1154,tensor(3.8946),tensor(6.8925)
1155,tensor(3.9179),tensor(6.8925)
1156,tensor(3.8994),tensor(6.8926)
1157,tensor(3.9085),tensor(6.8926)
1158,tensor(3.9056),tensor(6.8926)
1159,tensor(3.9047),tensor(6.8926)
1160,tensor(3.9067),tensor(6.8926)
1161,tensor(3.9116),tensor(6.8926)
1162,tensor(3.9014),tensor(6.8926)
1163,tensor(3.8959),tensor(6.8926)
1164,tensor(3.9096),tensor(6.8927)
1165,tensor(3.9032),tensor(6.8926)
1166,tensor(3.8996),tensor(6.8926)
1167,tensor(3.9028),tensor(6.8926)
1168,tensor(3.8956),tensor(6.8926)
1169,tensor(3.9142),tensor(6.8925)
1170,tensor(3.9078),tensor(6.8925)
1171,tensor(3.8986),tensor(6.8925)
1172,tensor(3.9138),tensor(6.8926)
1173,tensor(3.9088),tensor(6.8926)
1174,tensor(3.9010),tensor(6.8926)
1175,tensor(3.8967),tensor(6.8926)
1176,tensor(3.9098),tensor(6.8926)
1177,tensor(3.8987),tensor(6.8926)
1178,tensor(3.8934),tensor(6.8925)
1179,tensor(3.9010),tensor(6.8926)
1180,tensor(3.9081),tensor(6.8925)
1181,tensor(3.8851),tensor(6.8925)
1182,tensor(3.9022),tensor(6.8925)
1183,tensor(3.9119),tensor(6.8925)
1184,tensor(3.9129),tensor(6.8925)
1185,tensor(3.8911),tensor(6.8925)
1186,tensor(3.8974),tensor(6.8924)
1187,tensor(3.9014),tensor(6.8924)
1188,tensor(3.9026),tensor(6.8924)
1189,tensor(3.9027),tensor(6.8925)
1190,tensor(3.9040),tensor(6.8925)
1191,tensor(3.8917),tensor(6.8926)
1192,tensor(3.9131),tensor(6.8926)
1193,tensor(3.8954),tensor(6.8925)
1194,tensor(3.9090),tensor(6.8925)
1195,tensor(3.9006),tensor(6.8925)
1196,tensor(3.9129),tensor(6.8925)
1197,tensor(3.9032),tensor(6.8925)
1198,tensor(3.9009),tensor(6.8925)
1199,tensor(3.9085),tensor(6.8925)
1200,tensor(3.9147),tensor(6.8925)
1201,tensor(3.8927),tensor(6.8925)
1202,tensor(3.8921),tensor(6.8925)
1203,tensor(3.8945),tensor(6.8925)
1204,tensor(3.9032),tensor(6.8925)
1205,tensor(3.9066),tensor(6.8925)
1206,tensor(3.9062),tensor(6.8925)
1207,tensor(3.8968),tensor(6.8925)
1208,tensor(3.9030),tensor(6.8925)
1209,tensor(3.9073),tensor(6.8924)
1210,tensor(3.9021),tensor(6.8924)
1211,tensor(3.8988),tensor(6.8924)
1212,tensor(3.9022),tensor(6.8924)
1213,tensor(3.9037),tensor(6.8925)
1214,tensor(3.8911),tensor(6.8925)
1215,tensor(3.9090),tensor(6.8924)
1216,tensor(3.9129),tensor(6.8924)
1217,tensor(3.9196),tensor(6.8925)
1218,tensor(3.9109),tensor(6.8925)
1219,tensor(3.9032),tensor(6.8924)
1220,tensor(3.9023),tensor(6.8925)
1221,tensor(3.9019),tensor(6.8925)
1222,tensor(3.9122),tensor(6.8925)
1223,tensor(3.9191),tensor(6.8925)
1224,tensor(3.8987),tensor(6.8925)
1225,tensor(3.9082),tensor(6.8925)
1226,tensor(3.9041),tensor(6.8924)
1227,tensor(3.9062),tensor(6.8925)
1228,tensor(3.9256),tensor(6.8925)
1229,tensor(3.9073),tensor(6.8926)
1230,tensor(3.9013),tensor(6.8926)
1231,tensor(3.9037),tensor(6.8926)
1232,tensor(3.9031),tensor(6.8926)
1233,tensor(3.9044),tensor(6.8925)
1234,tensor(3.9011),tensor(6.8925)
1235,tensor(3.9119),tensor(6.8925)
1236,tensor(3.9103),tensor(6.8925)
1237,tensor(3.9054),tensor(6.8926)
1238,tensor(3.9028),tensor(6.8926)
1239,tensor(3.9026),tensor(6.8925)
1240,tensor(3.9002),tensor(6.8925)
1241,tensor(3.8995),tensor(6.8925)
1242,tensor(3.8889),tensor(6.8925)
1243,tensor(3.9142),tensor(6.8925)
1244,tensor(3.9018),tensor(6.8925)
1245,tensor(3.9084),tensor(6.8925)
1246,tensor(3.8920),tensor(6.8926)
1247,tensor(3.9115),tensor(6.8926)
1248,tensor(3.8971),tensor(6.8926)
1249,tensor(3.9170),tensor(6.8926)
1250,tensor(3.8954),tensor(6.8925)
1251,tensor(3.8942),tensor(6.8925)
1252,tensor(3.9079),tensor(6.8925)
1253,tensor(3.9009),tensor(6.8924)
1254,tensor(3.9080),tensor(6.8924)
1255,tensor(3.8856),tensor(6.8924)
1256,tensor(3.9144),tensor(6.8925)
1257,tensor(3.8977),tensor(6.8926)
1258,tensor(3.9084),tensor(6.8927)
1259,tensor(3.9083),tensor(6.8927)
1260,tensor(3.9037),tensor(6.8927)
1261,tensor(3.9020),tensor(6.8927)
1262,tensor(3.8901),tensor(6.8927)
1263,tensor(3.8969),tensor(6.8926)
1264,tensor(3.9139),tensor(6.8927)
1265,tensor(3.9009),tensor(6.8926)
1266,tensor(3.9103),tensor(6.8926)
1267,tensor(3.9058),tensor(6.8926)
1268,tensor(3.9131),tensor(6.8926)
1269,tensor(3.9080),tensor(6.8927)
1270,tensor(3.8990),tensor(6.8927)
1271,tensor(3.8917),tensor(6.8927)
1272,tensor(3.9017),tensor(6.8926)
1273,tensor(3.9043),tensor(6.8926)
1274,tensor(3.9021),tensor(6.8926)
1275,tensor(3.9074),tensor(6.8926)
1276,tensor(3.9119),tensor(6.8926)
1277,tensor(3.9060),tensor(6.8926)
1278,tensor(3.9195),tensor(6.8926)
1279,tensor(3.8926),tensor(6.8926)
1280,tensor(3.8963),tensor(6.8926)
1281,tensor(3.9044),tensor(6.8925)
1282,tensor(3.9138),tensor(6.8925)
1283,tensor(3.8920),tensor(6.8925)
1284,tensor(3.9125),tensor(6.8925)
1285,tensor(3.9063),tensor(6.8926)
1286,tensor(3.9028),tensor(6.8926)
1287,tensor(3.9104),tensor(6.8926)
1288,tensor(3.9008),tensor(6.8925)
1289,tensor(3.8952),tensor(6.8925)
1290,tensor(3.9016),tensor(6.8924)
1291,tensor(3.8878),tensor(6.8923)
1292,tensor(3.8831),tensor(6.8922)
1293,tensor(3.9011),tensor(6.8922)
1294,tensor(3.9070),tensor(6.8921)
1295,tensor(3.9008),tensor(6.8921)
1296,tensor(3.9068),tensor(6.8922)
1297,tensor(3.9007),tensor(6.8921)
1298,tensor(3.9018),tensor(6.8920)
1299,tensor(3.9087),tensor(6.8920)
1300,tensor(3.8938),tensor(6.8921)
1301,tensor(3.9037),tensor(6.8921)
1302,tensor(3.9136),tensor(6.8921)
1303,tensor(3.9051),tensor(6.8921)
1304,tensor(3.9003),tensor(6.8922)
1305,tensor(3.8944),tensor(6.8922)
1306,tensor(3.8917),tensor(6.8922)
1307,tensor(3.9042),tensor(6.8921)
1308,tensor(3.9222),tensor(6.8922)
1309,tensor(3.9087),tensor(6.8922)
1310,tensor(3.9031),tensor(6.8922)
1311,tensor(3.9152),tensor(6.8922)
1312,tensor(3.9083),tensor(6.8922)
1313,tensor(3.9018),tensor(6.8922)
1314,tensor(3.9195),tensor(6.8923)
1315,tensor(3.9079),tensor(6.8923)
